N-Gram_ID,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
000087,DT.* NN.* VB.* RB.* CC.* DT.* NN.*,DTCP NNC VBTR RBR CCT DTCP NNC,mga parasito aalala tungkol sa mga uod,mga parasito aalala tungkol sa mga uod
000088,NN.* VB.* RB.* CC.* DT.* NN.* CC.*,NNC VBTR RBR CCT DTCP NNC CCT,parasito aalala tungkol sa mga uod sa,parasito aalala tungkol sa mga uod sa
000089,VB.* RB.* CC.* DT.* NN.* CC.* RB.*_PM.*,VBTR RBR CCT DTCP NNC CCT RBW_PMC,"aalala tungkol sa mga uod sa gabi,",aalala tungkol sa mga uod sa gabi
000115,JJ.* CC.* VB.* DT.* DT.* NN.* CC.*,JJC CCB VBOF DTC DTCP NNC CCT,kaysa upang dalhin ang mga uod sa,kaysa upang dalhin ang mga uod sa
000116,CC.* VB.* DT.* DT.* NN.* CC.* PR.*,CCB VBOF DTC DTCP NNC CCT PRI_CCP,upang dalhin ang mga uod sa isang,upang dalhin ang mga uod sa isang
000117,VB.* DT.* DT.* NN.* CC.* PR.* NN.*,VBOF DTC DTCP NNC CCT PRI_CCP NNC,dalhin ang mga uod sa isang buntis,dalhin ang mga uod sa isang buntis
000118,DT.* DT.* NN.* CC.* PR.* NN.* CC.*,DTC DTCP NNC CCT PRI_CCP NNC CCP,ang mga uod sa isang buntis na,ang mga uod sa isang buntis na
000119,DT.* NN.* CC.* PR.* NN.* CC.* NN.*,DTCP NNC CCT PRI_CCP NNC CCP NNC,mga uod sa isang buntis na babae,mga uod sa isang buntis na babae
000120,NN.* CC.* PR.* NN.* CC.* NN.* NN.*,NNC CCT PRI_CCP NNC CCP NNC NNC,uod sa isang buntis na babae gamot,uod sa isang buntis na babae gamot
000121,CC.* PR.* NN.* CC.* NN.* NN.* CC.*,CCT PRI_CCP NNC CCP NNC NNC CCT,sa isang buntis na babae gamot sa,sa isang buntis na babae gamot sa
000122,PR.* NN.* CC.* NN.* NN.* CC.* NN.*,PRI_CCP NNC CCP NNC NNC CCT NNC,isang buntis na babae gamot sa atay,isang buntis na babae gamot sa atay
000123,NN.* CC.* NN.* NN.* CC.* NN.* NN.*_PM.*,NNC CCP NNC NNC CCT NNC NNC_PMP,buntis na babae gamot sa atay parasitiko.,buntis na babae gamot sa atay parasitiko.
000149,NN.* JJ.* NN.* NN.* CC.* VB.* CC.*,NNC_CCP JJD NNC NNC CCP VBTR_VBAF CCB,bulating parasito atay sugat na pumapatay ng,bulating parasito atay sugat na pumapatay ng
000150,JJ.* NN.* NN.* CC.* VB.* CC.* DT.*,JJD NNC NNC CCP VBTR_VBAF CCB DTCP,parasito atay sugat na pumapatay ng mga,parasito atay sugat na pumapatay ng mga
000151,NN.* NN.* CC.* VB.* CC.* DT.* NN.*,NNC NNC CCP VBTR_VBAF CCB DTCP NNC,atay sugat na pumapatay ng mga parasito,atay sugat na pumapatay ng mga parasito
000152,NN.* CC.* VB.* CC.* DT.* NN.* CC.*,NNC CCP VBTR_VBAF CCB DTCP NNC CCT,sugat na pumapatay ng mga parasito sa,sugat na pumapatay ng mga parasito sa
000153,CC.* VB.* CC.* DT.* NN.* CC.* NN.*,CCP VBTR_VBAF CCB DTCP NNC CCT NNC,na pumapatay ng mga parasito sa loob,na pumapatay ng mga parasito sa loob
000154,VB.* CC.* DT.* NN.* CC.* NN.* CC.*,VBTR_VBAF CCB DTCP NNC CCT NNC CCB,pumapatay ng mga parasito sa loob ng,pumapatay ng mga parasito sa loob ng
000155,CC.* DT.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCB DTCP NNC CCT NNC CCB NNC_PMP,ng mga parasito sa loob ng tao.,ng mga parasito sa loob ng tao.
000175,RB.* RB.* VB.* DT.* DT.* NN.* CC.*,RBK RBQ VBW DTC DTCP NNC CCT,Kung paano makilala ang mga uod sa,Kung paano makilala ang mga uod sa
000176,RB.* VB.* DT.* DT.* NN.* CC.* DT.*,RBQ VBW DTC DTCP NNC CCT DTCP,paano makilala ang mga uod sa mga,paano makilala ang mga uod sa mga
000177,VB.* DT.* DT.* NN.* CC.* DT.* NN.*,VBW DTC DTCP NNC CCT DTCP NNC,makilala ang mga uod sa mga matatanda,makilala ang mga uod sa mga matatanda
000178,DT.* DT.* NN.* CC.* DT.* NN.* NN.*,DTC DTCP NNC CCT DTCP NNC NNC,ang mga uod sa mga matatanda pagsubok,ang mga uod sa mga matatanda pagsubok
000179,DT.* NN.* NN.* CC.* CC.* NN.* CC.*,DTCP NNC NNC CCT CCT NNC CCB,mga matatanda pagsubok para sa presensiya ng,mga matatanda pagsubok para sa presensiya ng
000180,NN.* NN.* CC.* CC.* NN.* CC.* DT.*,NNC NNC CCT CCT NNC CCB DTCP,matatanda pagsubok para sa presensiya ng mga,matatanda pagsubok para sa presensiya ng mga
000181,NN.* CC.* CC.* NN.* CC.* DT.* NN.*_PM.*,NNC CCT CCT NNC CCB DTCP NNC_PMC,"pagsubok para sa presensiya ng mga parasito,",pagsubok para sa presensiya ng mga parasito
000239,RB.* CC.* RB.* VB.* DT.* PR.* CC.*,RBF CCR RBT VBW DTC PRI CCB,Di kasi talaga matuto ang karamihan ng,Di kasi talaga matuto ang karamihan ng
000240,CC.* RB.* VB.* DT.* PR.* CC.* NN.*,CCR RBT VBW DTC PRI CCB NNP,kasi talaga matuto ang karamihan ng Pilipino,kasi talaga matuto ang karamihan ng Pilipino
000241,RB.* VB.* DT.* PR.* CC.* NN.* CC.*,RBT VBW DTC PRI CCB NNP CCP,talaga matuto ang karamihan ng Pilipino na,talaga matuto ang karamihan ng Pilipino na
000242,VB.* DT.* PR.* CC.* NN.* CC.* VB.*,VBW DTC PRI CCB NNP CCP VBAF,matuto ang karamihan ng Pilipino na bumoto,matuto ang karamihan ng Pilipino na bumoto
000243,DT.* PR.* CC.* NN.* CC.* VB.* CC.*,DTC PRI CCB NNP CCP VBAF CCB,ang karamihan ng Pilipino na bumoto ng,ang karamihan ng Pilipino na bumoto ng
000244,PR.* CC.* NN.* CC.* VB.* CC.* JJ.*,PRI CCB NNP CCP VBAF CCB JJN,karamihan ng Pilipino na bumoto ng karapat,karamihan ng Pilipino na bumoto ng karapat
000245,CC.* NN.* CC.* VB.* CC.* JJ.* VB.*,CCB NNP CCP VBAF CCB JJN VBS,ng Pilipino na bumoto ng karapat dapat,ng Pilipino na bumoto ng karapat dapat
000246,NN.* CC.* VB.* CC.* JJ.* VB.* CC.*,NNP CCP VBAF CCB JJN VBS CCP,Pilipino na bumoto ng karapat dapat na,Pilipino na bumoto ng karapat dapat na
000247,CC.* VB.* CC.* JJ.* VB.* CC.* VB.*,CCP VBAF CCB JJN VBS CCP VBW,na bumoto ng karapat dapat na mamuno,na bumoto ng karapat dapat na mamuno
000248,VB.* CC.* JJ.* VB.* CC.* VB.* CC.*,VBAF CCB JJN VBS CCP VBW CCT,bumoto ng karapat dapat na mamuno kahit,bumoto ng karapat dapat na mamuno kahit
000249,CC.* JJ.* VB.* CC.* VB.* CC.* RB.*,CCB JJN VBS CCP VBW CCT RBI,ng karapat dapat na mamuno kahit man,ng karapat dapat na mamuno kahit man
000250,JJ.* VB.* CC.* VB.* CC.* RB.* RB.*,JJN VBS CCP VBW CCT RBI RBI,karapat dapat na mamuno kahit man lang,karapat dapat na mamuno kahit man lang
000251,VB.* CC.* VB.* CC.* RB.* RB.* CC.*,VBS CCP VBW CCT RBI RBI CCT,dapat na mamuno kahit man lang sa,dapat na mamuno kahit man lang sa
000252,CC.* VB.* CC.* RB.* RB.* CC.* PR.*,CCP VBW CCT RBI RBI CCT PRSP_CCP,na mamuno kahit man lang sa kanilang,na mamuno kahit man lang sa kanilang
000253,VB.* CC.* RB.* RB.* CC.* PR.* NN.*_PM.*,VBW CCT RBI RBI CCT PRSP_CCP NNC_PMP,mamuno kahit man lang sa kanilang baranggay.,mamuno kahit man lang sa kanilang baranggay.
000278,DT.* CC.* PM.* JJ.* CC.* DT.* NN.*,DTC CCR PMS JJD CCB DTCP NNC,ang pag-kakahiwahiwalay ng mga pulo ay ay,ang pag-kakahiwahiwalay ng mga pulo ay ay
000279,CC.* PM.* JJ.* CC.* DT.* NN.* LM,CCR PMS JJD CCB DTCP NNC LM,pag-kakahiwahiwalay ng mga pulo ay ay nakakapag,pag-kakahiwahiwalay ng mga pulo ay ay nakakapag
000280,PM.* JJ.* CC.* DT.* NN.* LM LM,PMS JJD CCB DTCP NNC LM LM,ng mga pulo ay ay nakakapag pahina,ng mga pulo ay ay nakakapag pahina
000281,JJ.* CC.* DT.* NN.* LM LM VB.*,JJD CCB DTCP NNC LM LM VBTR,mga pulo ay ay nakakapag pahina ng,mga pulo ay ay nakakapag pahina ng
000282,CC.* DT.* NN.* LM LM VB.* NN.*,CCB DTCP NNC LM LM VBTR NNC,pulo ay ay nakakapag pahina ng ating,pulo ay ay nakakapag pahina ng ating
000301,VB.* PR.* VB.* FW FW CC.* VB.*,VBTF PRP_CCP VBW FW FW CCR VBTR,mahihirapan tayong mag tipon tipon dahil hiwahiwalay,mahihirapan tayong mag tipon tipon dahil hiwahiwalay
000302,PR.* VB.* FW FW CC.* VB.* RB.*,PRP_CCP VBW FW FW CCR VBTR RBI,tayong mag tipon tipon dahil hiwahiwalay nga,tayong mag tipon tipon dahil hiwahiwalay nga
000303,VB.* FW FW CC.* VB.* RB.* DT.*,VBW FW FW CCR VBTR RBI DTC,mag tipon tipon dahil hiwahiwalay nga ang,mag tipon tipon dahil hiwahiwalay nga ang
000304,FW FW CC.* VB.* RB.* DT.* DT.*,FW FW CCR VBTR RBI DTC DTCP,tipon tipon dahil hiwahiwalay nga ang mga,tipon tipon dahil hiwahiwalay nga ang mga
000350,CC.* CC.* VB.* PR.* PR.* VB.* PM.*,CCR CCR VBN PRO PRP VBW PMS,dahil kapag wala ito tayo magkagulo-gulo lalo,dahil kapag wala ito tayo magkagulo-gulo lalo
000351,CC.* VB.* PR.* PR.* VB.* PM.* NN.*,CCR VBN PRO PRP VBW PMS NNC,kapag wala ito tayo magkagulo-gulo lalo na,kapag wala ito tayo magkagulo-gulo lalo na
000352,VB.* PR.* PR.* VB.* PM.* NN.* JJ.*,VBN PRO PRP VBW PMS NNC JJCC,wala ito tayo magkagulo-gulo lalo na iyong,wala ito tayo magkagulo-gulo lalo na iyong
000353,PR.* PR.* VB.* PM.* NN.* JJ.* CC.*,PRO PRP VBW PMS NNC JJCC CCP,ito tayo magkagulo-gulo lalo na iyong mga,ito tayo magkagulo-gulo lalo na iyong mga
000354,PR.* VB.* PM.* NN.* JJ.* CC.* PR.*,PRP VBW PMS NNC JJCC CCP PRO_CCP,tayo magkagulo-gulo lalo na iyong mga taong,tayo magkagulo-gulo lalo na iyong mga taong
000355,VB.* PM.* NN.* JJ.* CC.* PR.* DT.*,VBW PMS NNC JJCC CCP PRO_CCP DTCP,magkagulo-gulo lalo na iyong mga taong salat,magkagulo-gulo lalo na iyong mga taong salat
000356,PM.* NN.* JJ.* CC.* PR.* DT.* NN.*,PMS NNC JJCC CCP PRO_CCP DTCP NNC_CCP,lalo na iyong mga taong salat sa,lalo na iyong mga taong salat sa
000357,NN.* JJ.* CC.* PR.* DT.* NN.* JJ.*,NNC JJCC CCP PRO_CCP DTCP NNC_CCP JJD,na iyong mga taong salat sa edukasyon,na iyong mga taong salat sa edukasyon
000358,JJ.* CC.* PR.* DT.* NN.* JJ.* CC.*,JJCC CCP PRO_CCP DTCP NNC_CCP JJD CCT,iyong mga taong salat sa edukasyon para,iyong mga taong salat sa edukasyon para
000359,CC.* PR.* DT.* NN.* JJ.* CC.* NN.*,CCP PRO_CCP DTCP NNC_CCP JJD CCT NNC,mga taong salat sa edukasyon para magsalita,mga taong salat sa edukasyon para magsalita
000360,PR.* DT.* NN.* JJ.* CC.* NN.* CC.*,PRO_CCP DTCP NNC_CCP JJD CCT NNC CCT,taong salat sa edukasyon para magsalita ng,taong salat sa edukasyon para magsalita ng
000361,DT.* NN.* JJ.* CC.* NN.* CC.* VB.*,DTCP NNC_CCP JJD CCT NNC CCT VBW,salat sa edukasyon para magsalita ng salitang,salat sa edukasyon para magsalita ng salitang
000362,NN.* JJ.* CC.* NN.* CC.* VB.* CC.*,NNC_CCP JJD CCT NNC CCT VBW CCB,sa edukasyon para magsalita ng salitang banyaga….,sa edukasyon para magsalita ng salitang banyaga….
000409,VB.* CC.* CD.* NN.* CC.* VB.* RB.*,VBAF CCT CDB NNC CCP VBTS RBW_CCP,kumpara sa 571 krimen na naitala noong,kumpara sa 571 krimen na naitala noong
000410,CC.* CD.* NN.* CC.* VB.* RB.* NN.*,CCT CDB NNC CCP VBTS RBW_CCP NNP,sa 571 krimen na naitala noong Hunyo,sa 571 krimen na naitala noong Hunyo
000411,CD.* NN.* CC.* VB.* RB.* NN.* CC.*,CDB NNC CCP VBTS RBW_CCP NNP CCB,571 krimen na naitala noong Hunyo ng,571 krimen na naitala noong Hunyo ng
000412,NN.* CC.* VB.* RB.* NN.* CC.* NN.*,NNC CCP VBTS RBW_CCP NNP CCB NNC_CCP,krimen na naitala noong Hunyo ng taong,krimen na naitala noong Hunyo ng taong
000413,CC.* VB.* RB.* NN.* CC.* NN.* PR.*_PM.*,CCP VBTS RBW_CCP NNP CCB NNC_CCP PRO_PMP,na naitala noong Hunyo ng taong ito.,na naitala noong Hunyo ng taong ito.
000449,VB.* RB.* DT.* NN.* CC.* CD.* NN.*,VBAF RBI DTC NNC CCB CDB NNC,Bumaba rin ang krimen ng 46 porsiyento,Bumaba rin ang krimen ng 46 porsiyento
000450,RB.* DT.* NN.* CC.* CD.* NN.* NN.*,RBI DTC NNC CCB CDB NNC NNC,rin ang krimen ng 46 porsiyento kumpara,rin ang krimen ng 46 porsiyento kumpara
000451,DT.* NN.* CC.* CD.* NN.* NN.* CC.*,DTC NNC CCB CDB NNC NNC CCT,ang krimen ng 46 porsiyento kumpara sa,ang krimen ng 46 porsiyento kumpara sa
000452,NN.* CC.* CD.* NN.* NN.* CC.* VB.*,NNC CCB CDB NNC NNC CCT VBTS_CCP,krimen ng 46 porsiyento kumpara sa naitalang,krimen ng 46 porsiyento kumpara sa naitalang
000453,CC.* CD.* NN.* NN.* CC.* VB.* CD.*,CCB CDB NNC NNC CCT VBTS_CCP CDB,ng 46 porsiyento kumpara sa naitalang 905,ng 46 porsiyento kumpara sa naitalang 905
000454,CD.* NN.* NN.* CC.* VB.* CD.* NN.*,CDB NNC NNC CCT VBTS_CCP CDB NNC,46 porsiyento kumpara sa naitalang 905 kaso,46 porsiyento kumpara sa naitalang 905 kaso
000455,NN.* NN.* CC.* VB.* CD.* NN.* RB.*,NNC NNC CCT VBTS_CCP CDB NNC RBW_CCP,porsiyento kumpara sa naitalang 905 kaso noong,porsiyento kumpara sa naitalang 905 kaso noong
000456,NN.* CC.* VB.* CD.* NN.* RB.* NN.*,NNC CCT VBTS_CCP CDB NNC RBW_CCP NNP,kumpara sa naitalang 905 kaso noong Hulyo,kumpara sa naitalang 905 kaso noong Hulyo
000457,CC.* VB.* CD.* NN.* RB.* NN.* CD.*_PM.*,CCT VBTS_CCP CDB NNC RBW_CCP NNP CDB_PMC,"sa naitalang 905 kaso noong Hulyo 2015,",sa naitalang 905 kaso noong Hulyo 2015
000476,LM CC.* RB.* RB.* CC.* NN.* PM.*,LM CCR RBI RBI CCT NNC PMS,ay dahil na rin sa pina-igting na,ay dahil na rin sa pina-igting na
000477,CC.* RB.* RB.* CC.* NN.* PM.* FW,CCR RBI RBI CCT NNC PMS FW,dahil na rin sa pina-igting na kampanya,dahil na rin sa pina-igting na kampanya
000478,RB.* RB.* CC.* NN.* PM.* FW CC.*,RBI RBI CCT NNC PMS FW CCP,na rin sa pina-igting na kampanya laban,na rin sa pina-igting na kampanya laban
000479,RB.* CC.* NN.* PM.* FW CC.* NN.*,RBI CCT NNC PMS FW CCP NNC,rin sa pina-igting na kampanya laban sa,rin sa pina-igting na kampanya laban sa
000480,CC.* NN.* PM.* FW CC.* NN.* NN.*,CCT NNC PMS FW CCP NNC NNC,"sa pina-igting na kampanya laban sa kriminalidad,",sa pina-igting na kampanya laban sa kriminalidad
000500,VB.* CC.* CD.* NN.* CC.* NN.* DT.*,VBAF CCT CDB NNC CCB NNC DTC,Umabot sa 31 kaso ng pagpatay ang,Umabot sa 31 kaso ng pagpatay ang
000501,CC.* CD.* NN.* CC.* NN.* DT.* VB.*,CCT CDB NNC CCB NNC DTC VBTS,sa 31 kaso ng pagpatay ang naitala,sa 31 kaso ng pagpatay ang naitala
000502,CD.* NN.* CC.* NN.* DT.* VB.* PR.*,CDB NNC CCB NNC DTC VBTS PRO_CCP,31 kaso ng pagpatay ang naitala nitong,31 kaso ng pagpatay ang naitala nitong
000503,NN.* CC.* NN.* DT.* VB.* PR.* NN.*_PM.*,NNC CCB NNC DTC VBTS PRO_CCP NNP_PMC,"kaso ng pagpatay ang naitala nitong Hulyo,",kaso ng pagpatay ang naitala nitong Hulyo
000515,VB.* CC.* CD.* CC.* NN.* RB.* NN.*_PM.*,VBAF CCT CDB CCP NNC RBW_CCP NNP_PMP,kumpara sa 14 na insidente noong Hunyo.,kumpara sa 14 na insidente noong Hunyo.
000541,JJ.* NN.* PR.* VB.* CC.* PR.* DT.*,JJN_CCP NNC PRP_CCP VBTS CCT PRI_CCP DTCP,unang beses kaming nakapunta sa ibang mga,unang beses kaming nakapunta sa ibang mga
000542,NN.* PR.* VB.* CC.* PR.* DT.* NN.*_PM.*,NNC PRP_CCP VBTS CCT PRI_CCP DTCP NNC_PMC,"beses kaming nakapunta sa ibang mga lugar,",beses kaming nakapunta sa ibang mga lugar
000557,VB.* PR.* DT.* NN.* CC.* NN.* PR.*_PM.*,VBTS PRS DTC NNC CCB NNC PRP_PMP,naramdaman ko ang kalakihan ng responsibilidad namin.,naramdaman ko ang kalakihan ng responsibilidad namin.
000573,VB.* PR.* VB.* DT.* NN.* CC.* DT.*,VBTS PRP_CCP VBW DTC NNC CCB DTCP,Nagawa naming maranasan ang kultura ng mga,Nagawa naming maranasan ang kultura ng mga
000574,PR.* VB.* DT.* NN.* CC.* DT.* NN.*_PM.*,PRP_CCP VBW DTC NNC CCB DTCP NNP_PMC,"naming maranasan ang kultura ng mga Hapon,",naming maranasan ang kultura ng mga Hapon
000587,CC.* VB.* PR.* RB.* RB.* PR.* VB.*,CCR VBTF PRP RBK RBQ PRP VBTS,Kung sasabihin namin kung bakit namin naalala,Kung sasabihin namin kung bakit namin naalala
000588,VB.* PR.* RB.* RB.* PR.* VB.* PR.*_PM.*,VBTF PRP RBK RBQ PRP VBTS PRO_PMC,"sasabihin namin kung bakit namin naalala iyon,",sasabihin namin kung bakit namin naalala iyon
000605,VB.* PR.* RB.* RB.* DT.* VB.* PR.*_PM.*,VBTR PRP RBK RBQ DTC VBTR PRP_PMP,nakakalimutan namin kung ano ang natutunan namin.,nakakalimutan namin kung ano ang natutunan namin.
000618,CC.* CC.* VB.* CC.* JJ.* DT.* NN.*_PM.*,CCT CCP VBW CCB JJD_CCP DTCP NNC_PMC,"Imbis na matuto ng bagong mga salita,",Imbis na matuto ng bagong mga salita
000658,CC.* PR.* DT.* CD.* NN.* VB.* RB.*,CCT PRQ DTC CDB NNC_CCP VBTS RBW_CCP,pero ano ang una ninyong inisip noong,pero ano ang una ninyong inisip noong
000659,PR.* DT.* CD.* NN.* VB.* RB.* JJ.*,PRQ DTC CDB NNC_CCP VBTS RBW_CCP JJN_CCP,ano ang una ninyong inisip noong unang,ano ang una ninyong inisip noong unang
000660,DT.* CD.* NN.* VB.* RB.* JJ.* NN.*,DTC CDB NNC_CCP VBTS RBW_CCP JJN_CCP NNC,ang una ninyong inisip noong unang beses,ang una ninyong inisip noong unang beses
000661,CD.* NN.* VB.* RB.* JJ.* NN.* PR.*,CDB NNC_CCP VBTS RBW_CCP JJN_CCP NNC PRP,una ninyong inisip noong unang beses niyo,una ninyong inisip noong unang beses niyo
000662,NN.* VB.* RB.* JJ.* NN.* PR.* VB.*,NNC_CCP VBTS RBW_CCP JJN_CCP NNC PRP VBTS,ninyong inisip noong unang beses niyo narinig,ninyong inisip noong unang beses niyo narinig
000663,VB.* RB.* JJ.* NN.* PR.* VB.* DT.*,VBTS RBW_CCP JJN_CCP NNC PRP VBTS DTC,inisip noong unang beses niyo narinig ang,inisip noong unang beses niyo narinig ang
000664,RB.* JJ.* NN.* PR.* VB.* DT.* NN.*,RBW_CCP JJN_CCP NNC PRP VBTS DTC NNC_CCP,noong unang beses niyo narinig ang kantang,noong unang beses niyo narinig ang kantang
000665,JJ.* NN.* PR.* VB.* DT.* NN.* PR.*_PM.*,JJN_CCP NNC PRP VBTS DTC NNC_CCP PRO_PMQ,unang beses niyo narinig ang kantang ito?,unang beses niyo narinig ang kantang ito?
000689,CC.* NN.* PR.* JJ.* CC.* NN.* PR.*,CCT NNC PRS JJD CCB NNC PRO,Sa tingin ko perpekto ng kanta iyon,Sa tingin ko perpekto ng kanta iyon
000690,NN.* PR.* JJ.* CC.* NN.* PR.* CC.*,NNC PRS JJD CCB NNC PRO CCT,tingin ko perpekto ng kanta iyon para,tingin ko perpekto ng kanta iyon para
000691,PR.* JJ.* CC.* NN.* PR.* CC.* CC.*,PRS JJD CCB NNC PRO CCT CCT,ko perpekto ng kanta iyon para sa,ko perpekto ng kanta iyon para sa
000692,JJ.* CC.* NN.* PR.* CC.* CC.* PR.*_PM.*,JJD CCB NNC PRO CCT CCT PRSP_PMP,perpekto ng kanta iyon para sa amin.,perpekto ng kanta iyon para sa amin.
000723,PR.* DT.* NN.* CC.* NN.* RB.* CC.*,PRQ DTC NNC CCT NNC RBW CCB,Ano ang pakiramdam sa pagkanta ulit ng,Ano ang pakiramdam sa pagkanta ulit ng
000724,DT.* NN.* CC.* NN.* RB.* CC.* NN.*,DTC NNC CCT NNC RBW CCB NNC_CCP,ang pakiramdam sa pagkanta ulit ng kantang,ang pakiramdam sa pagkanta ulit ng kantang
000725,NN.* CC.* NN.* RB.* CC.* NN.* PR.*_PM.*,NNC CCT NNC RBW CCB NNC_CCP PRO_PMQ,pakiramdam sa pagkanta ulit ng kantang ito?,pakiramdam sa pagkanta ulit ng kantang ito?
000740,CC.* PR.* PR.* NN.* CC.* JJ.* CC.*,CCR PRI PRO_CCP NNC CCP JJD CCP,kaya isa itong kanta na pamilyar na,kaya isa itong kanta na pamilyar na
000741,PR.* PR.* NN.* CC.* JJ.* CC.* PR.*_PM.*,PRI PRO_CCP NNC CCP JJD CCP PRP_PMC,"isa itong kanta na pamilyar na kami,",isa itong kanta na pamilyar na kami
000760,CC.* VB.* PR.* DT.* NN.* RB.* JJ.*,CCT VBW PRP DTC NNC RBW JJD,para mapanatili namin ang pakiramdam nung orihinal,para mapanatili namin ang pakiramdam nung orihinal
000761,VB.* PR.* DT.* NN.* RB.* JJ.* CC.*,VBW PRP DTC NNC RBW JJD CCP,mapanatili namin ang pakiramdam nung orihinal na,mapanatili namin ang pakiramdam nung orihinal na
000762,PR.* DT.* NN.* RB.* JJ.* CC.* NN.*_PM.*,PRP DTC NNC RBW JJD CCP NNC_PMC,"namin ang pakiramdam nung orihinal na bersyon,",namin ang pakiramdam nung orihinal na bersyon
000779,VB.* DT.* PR.* NN.* DT.* VB.* CC.*,VBH_CCP DTCP PRI_CCP NNC DTC VBS CCP,mayroong mga ibang bahagi ang dapat na,mayroong mga ibang bahagi ang dapat na
000780,DT.* PR.* NN.* DT.* VB.* CC.* VB.*_PM.*,DTCP PRI_CCP NNC DTC VBS CCP VBW_PMP,mga ibang bahagi ang dapat na mapalitan.,mga ibang bahagi ang dapat na mapalitan.
000800,RB.* PR.* JJ.* CC.* VB.* DT.* PR.*,RBF PRS JJD CCP VBOF DTC PRI,hindi ako sanay na sabihin ang karamihan,hindi ako sanay na sabihin ang karamihan
000801,PR.* JJ.* CC.* VB.* DT.* PR.* CC.*,PRS JJD CCP VBOF DTC PRI CCT,ako sanay na sabihin ang karamihan sa,ako sanay na sabihin ang karamihan sa
