N-Gram_ID,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
000220,PR.* CC.* NN.* CC.* VB.* CC.*,PRI CCB NNP CCP VBAF CCB,karamihan ng Pilipino na bumoto ng,dami ng Pilipino na boto ng
000221,CC.* NN.* CC.* VB.* CC.* JJ.*,CCB NNP CCP VBAF CCB JJN,ng Pilipino na bumoto ng karapat,ng Pilipino na boto ng dapat
000222,NN.* CC.* VB.* CC.* JJ.* VB.*,NNP CCP VBAF CCB JJN VBS,Pilipino na bumoto ng karapat dapat,Pilipino na boto ng dapat dapat
000223,CC.* VB.* CC.* JJ.* VB.* CC.*,CCP VBAF CCB JJN VBS CCP,na bumoto ng karapat dapat na,na boto ng dapat dapat na
000224,VB.* CC.* JJ.* VB.* CC.* VB.*,VBAF CCB JJN VBS CCP VBW,bumoto ng karapat dapat na mamuno,boto ng dapat dapat na muno
000225,CC.* JJ.* VB.* CC.* VB.* CC.*,CCB JJN VBS CCP VBW CCT,ng karapat dapat na mamuno kahit,ng dapat dapat na muno kahit
000226,JJ.* VB.* CC.* VB.* CC.* RB.*,JJN VBS CCP VBW CCT RBI,karapat dapat na mamuno kahit man,dapat dapat na muno kahit man
000227,VB.* CC.* VB.* CC.* RB.* RB.*,VBS CCP VBW CCT RBI RBI,dapat na mamuno kahit man lang,dapat na muno kahit man lang
000228,CC.* VB.* CC.* RB.* RB.* CC.*,CCP VBW CCT RBI RBI CCT,na mamuno kahit man lang sa,na muno kahit man lang sa
000229,VB.* CC.* RB.* RB.* CC.* PR.*,VBW CCT RBI RBI CCT PRSP_CCP,mamuno kahit man lang sa kanilang,muno kahit man lang sa nila
000230,CC.* RB.* RB.* CC.* PR.* NN.*,CCT RBI RBI CCT PRSP_CCP NNC,kahit man lang sa kanilang baranggay.,kahit man lang sa nila baranggay
000258,DT.* VB.* CC.* DT.* NN.* LM,DTC VBW CCB DTCP NNC LM,ang pag-kakahiwahiwalay ng mga pulo ay,ang hiwalay ng mga pulo ay
000259,VB.* CC.* DT.* NN.* LM LM,VBW CCB DTCP NNC LM LM,pag-kakahiwahiwalay ng mga pulo ay nakakapang,hiwalay ng mga pulo ay hina
000260,CC.* DT.* NN.* LM LM VB.*,CCB DTCP NNC LM LM VBTR,ng mga pulo ay nakakapang pahina,ng mga pulo ay hina ng
000261,DT.* NN.* LM LM VB.* NN.*,DTCP NNC LM LM VBTR NNC,mga pulo ay nakakapang pahina ng,mga pulo ay hina ng atin
000274,VB.* PR.* VB.* FW FW CC.*,VBTF PRP_CCP VBW FW FW CCR,mahihirapan tayong mag tipon tipon dahil,hirap tayo tipon dahil hiwalay nga
000275,PR.* VB.* FW FW CC.* VB.*,PRP_CCP VBW FW FW CCR VBTR,tayong mag tipon tipon dahil hiwahiwalay,tayo tipon dahil hiwalay nga ang
000276,VB.* FW FW CC.* VB.* RB.*,VBW FW FW CCR VBTR RBI,mag tipon tipon dahil hiwahiwalay nga,tipon dahil hiwalay nga ang mga
000311,CC.* CC.* VB.* PR.* PR.* VB.*,CCR CCR VBN PRO PRP VBW,dahil kapag wala ito tayo magkagulo-gulo,dahil kapag wala ito tayo gulo
000312,CC.* VB.* PR.* PR.* VB.* JJ.*,CCR VBN PRO PRP VBW JJCC,kapag wala ito tayo magkagulo-gulo lalo,kapag wala ito tayo gulo lalo
000313,VB.* PR.* PR.* VB.* JJ.* CC.*,VBN PRO PRP VBW JJCC CCP,wala ito tayo magkagulo-gulo lalo na,wala ito tayo gulo lalo na
000314,PR.* PR.* VB.* JJ.* CC.* PR.*,PRO PRP VBW JJCC CCP PRO_CCP,ito tayo magkagulo-gulo lalo na iyong,ito tayo gulo lalo na iyo
000315,PR.* VB.* JJ.* CC.* PR.* DT.*,PRP VBW JJCC CCP PRO_CCP DTCP,tayo magkagulo-gulo lalo na iyong mga,tayo gulo lalo na iyo mga
000316,VB.* JJ.* CC.* PR.* DT.* NN.*,VBW JJCC CCP PRO_CCP DTCP NNC_CCP,magkagulo-gulo lalo na iyong mga taong,gulo lalo na iyo mga tao
000317,JJ.* CC.* PR.* DT.* NN.* JJ.*,JJCC CCP PRO_CCP DTCP NNC_CCP JJD,lalo na iyong mga taong salat,lalo na iyo mga tao salat
000318,CC.* PR.* DT.* NN.* JJ.* CC.*,CCP PRO_CCP DTCP NNC_CCP JJD CCT,na iyong mga taong salat sa,na iyo mga tao salat sa
000319,PR.* DT.* NN.* JJ.* CC.* NN.*,PRO_CCP DTCP NNC_CCP JJD CCT NNC,iyong mga taong salat sa edukasyon,iyo mga tao salat sa edukasyon
000320,DT.* NN.* JJ.* CC.* NN.* CC.*,DTCP NNC_CCP JJD CCT NNC CCT,mga taong salat sa edukasyon para,mga tao salat sa edukasyon para
000321,NN.* JJ.* CC.* NN.* CC.* VB.*,NNC_CCP JJD CCT NNC CCT VBW,taong salat sa edukasyon para magsalita,tao salat sa edukasyon para salita
000322,JJ.* CC.* NN.* CC.* VB.* CC.*,JJD CCT NNC CCT VBW CCB,salat sa edukasyon para magsalita ng,salat sa edukasyon para salita ng
000323,CC.* NN.* CC.* VB.* CC.* NN.*,CCT NNC CCT VBW CCB NNC_CCP,sa edukasyon para magsalita ng salitang,sa edukasyon para salita ng salita
000324,NN.* CC.* VB.* CC.* NN.* NN.*,NNC CCT VBW CCB NNC_CCP NNC,edukasyon para magsalita ng salitang banyaga….,edukasyon para salita ng salita banyaga
000345,NN.* DT.* VB.* CC.* NN.* JJ.*,NNP DTC VBRF CCB NNC_CCP JJD,Tagalog ang pinagbatayan ng wikang pambansa,tagalog ang batay ng wika bansa
000354,PR.* LM RB.* VB.* CC.* PR.*,PRO LM RBD_CCP VBW CCB PRI,ito ay napakadaling matutunan ng sinuman.,ito ay dali tuto ng sino
000374,VB.* CC.* CD.* NN.* CC.* VB.*,VBAF CCT CDB NNC CCP VBTS,kumpara sa 571 krimen na naitala,kumpara sa 570 kirmen na tala
000375,CC.* CD.* NN.* CC.* VB.* RB.*,CCT CDB NNC CCP VBTS RBW_CCP,sa 571 krimen na naitala noong,sa 570 kirmen na tala noon
000376,CD.* NN.* CC.* VB.* RB.* NN.*,CDB NNC CCP VBTS RBW_CCP NNP,571 krimen na naitala noong Hunyo,570 kirmen na tala noon Hunyo
000377,NN.* CC.* VB.* RB.* NN.* CC.*,NNC CCP VBTS RBW_CCP NNP CCB,krimen na naitala noong Hunyo ng,kirmen na tala noon Hunyo ng
000378,CC.* VB.* RB.* NN.* CC.* NN.*,CCP VBTS RBW_CCP NNP CCB NNC_CCP,na naitala noong Hunyo ng taong,na tala noon Hunyo ng taon
000379,VB.* RB.* NN.* CC.* NN.* PR.*,VBTS RBW_CCP NNP CCB NNC_CCP PRO,naitala noong Hunyo ng taong ito.,tala noon Hunyo ng taon ito
000410,VB.* RB.* DT.* NN.* CC.* CD.*,VBAF RBI DTC NNC CCB CDB,Bumaba rin ang krimen ng 46,baba rin ang krimen ng 46
000411,RB.* DT.* NN.* CC.* CD.* NN.*,RBI DTC NNC CCB CDB NNC,rin ang krimen ng 46 porsiyento,rin ang krimen ng 46 porsiyento
000412,DT.* NN.* CC.* CD.* NN.* NN.*,DTC NNC CCB CDB NNC NNC,ang krimen ng 46 porsiyento kumpara,ang krimen ng 46 porsiyento kumpara
000413,NN.* CC.* CD.* NN.* NN.* CC.*,NNC CCB CDB NNC NNC CCT,krimen ng 46 porsiyento kumpara sa,krimen ng 46 porsiyento kumpara sa
000414,CC.* CD.* NN.* NN.* CC.* VB.*,CCB CDB NNC NNC CCT VBTS_CCP,ng 46 porsiyento kumpara sa naitalang,ng 46 porsiyento kumpara sa tala
000415,CD.* NN.* NN.* CC.* VB.* CD.*,CDB NNC NNC CCT VBTS_CCP CDB,46 porsiyento kumpara sa naitalang 905,46 porsiyento kumpara sa tala 905
000416,NN.* NN.* CC.* VB.* CD.* NN.*,NNC NNC CCT VBTS_CCP CDB NNC,porsiyento kumpara sa naitalang 905 kaso,porsiyento kumpara sa tala 905 kaso
000417,NN.* CC.* VB.* CD.* NN.* RB.*,NNC CCT VBTS_CCP CDB NNC RBW_CCP,kumpara sa naitalang 905 kaso noong,kumpara sa tala 905 kaso noon
000418,CC.* VB.* CD.* NN.* RB.* NN.*,CCT VBTS_CCP CDB NNC RBW_CCP NNP,sa naitalang 905 kaso noong Hulyo,sa tala 905 kaso noon Hulyo
000419,VB.* CD.* NN.* RB.* NN.* CD.*,VBTS_CCP CDB NNC RBW_CCP NNP CDB,naitalang 905 kaso noong Hulyo 2015,tala 905 kaso noon Hulyo 2015
000439,LM CC.* RB.* RB.* CC.* JJ.*,LM CCR RBI RBI CCT JJN_CCP,ay dahil na rin sa pina-igting,ay dahil na rin sa igting
000440,CC.* RB.* RB.* CC.* JJ.* CC.*,CCR RBI RBI CCT JJN_CCP CCP,dahil na rin sa pina-igting na,dahil na rin sa igting na
000441,RB.* RB.* CC.* JJ.* CC.* NN.*,RBI RBI CCT JJN_CCP CCP NNC,na rin sa pina-igting na kampanya,na rin sa igting na kampanya
000442,RB.* CC.* JJ.* CC.* NN.* NN.*,RBI CCT JJN_CCP CCP NNC NNC,rin sa pina-igting na kampanya laban,rin sa igting na kampanya laban
000443,CC.* JJ.* CC.* NN.* NN.* CC.*,CCT JJN_CCP CCP NNC NNC CCT,sa pina-igting na kampanya laban sa,sa igting na kampanya laban sa
000444,JJ.* CC.* NN.* NN.* CC.* NN.*,JJN_CCP CCP NNC NNC CCT NNC,"pina-igting na kampanya laban sa kriminalidad,",igting na kampanya laban sa riminalidad
000455,VB.* PR.* CC.* JJ.* CC.* NN.*,VBTS PRP CCB JJD CCT NNP,"Natapos kayo ng matagumpay sa Fukuoka,",tapos kayo ng tagumpay sa Fukuoka
000471,JJ.* NN.* PR.* VB.* CC.* PR.*,JJN_CCP NNC PRP_CCP VBTS CCT PRI_CCP,unang beses kaming nakapunta sa ibang,unang beses kami punta sa iba
000472,NN.* PR.* VB.* CC.* PR.* DT.*,NNC PRP_CCP VBTS CCT PRI_CCP DTCP,beses kaming nakapunta sa ibang mga,beses kami punta sa iba mga
000473,PR.* VB.* CC.* PR.* DT.* NN.*,PRP_CCP VBTS CCT PRI_CCP DTCP NNC,"kaming nakapunta sa ibang mga lugar,",kami punta sa iba mga lugad
000484,VB.* PR.* DT.* NN.* PR.* PM.*,VBTS PRS DTC NNC CCB NNC,naramdaman ko ang kalakihan ng responsibilidad,naramdaman ko ang laki ng responsibilidad
000496,VB.* PR.* VB.* DT.* NN.* CC.*,VBTS PRP_CCP VBW DTC NNC CCB,Nagawa naming maranasan ang kultura ng,awa namin ranas ang kultura ng
000497,PR.* VB.* DT.* NN.* CC.* DT.*,PRP_CCP VBW DTC NNC CCB DTCP,naming maranasan ang kultura ng mga,namin ranas ang kultura ng mga
000498,VB.* DT.* NN.* CC.* DT.* NN.*,VBW DTC NNC CCB DTCP NNP,maranasan ang kultura ng mga Hapon,ranas ang kultura ng mga Hapon
000509,CC.* VB.* PR.* RB.* RB.* PR.*,CCR VBTF PRP RBK RBQ PRP,Kung sasabihin namin kung bakit namin,kung sabi namin kung bakit namin
000510,VB.* PR.* RB.* RB.* PR.* VB.*,VBTF PRP RBK RBQ PRP VBTS,sasabihin namin kung bakit namin naalala,sabi namin kung bakit namin alala
000511,PR.* RB.* RB.* PR.* VB.* PR.*,PRP RBK RBQ PRP VBTS PRO,namin kung bakit namin naalala iyon,namin kung bakit namin alala iyon
000523,VB.* PR.* RB.* RB.* DT.* VB.*,VBTR PRP RBK RBQ DTC VBTR,nakakalimutan namin kung ano ang natutunan,nakakalimutan namin kung ano ang tunan
000524,PR.* RB.* RB.* DT.* VB.* PR.*,PRP RBK RBQ DTC VBTR PRP,namin kung ano ang natutunan namin.,namin kung ano ang tunan namin
000536,CC.* CC.* VB.* CC.* JJ.* DT.*,CCT CCP VBW CCB JJD_CCP DTCP,Imbis na matuto ng bagong mga,imbis na tuto ng bago mga
000537,CC.* VB.* CC.* JJ.* DT.* NN.*,CCP VBW CCB JJD_CCP DTCP NNC,na matuto ng bagong mga salita,na tuto ng bago mga salita
000558,CC.* PR.* DT.* CD.* NN.* VB.*,CCT PRQ DTC CDB NNC_CCP VBTS,pero ano ang una ninyong inisip,pero ano ang una ninyo isip
000559,PR.* DT.* CD.* NN.* VB.* DT.*,PRQ DTC CDB NNC_CCP VBTS RBW_CCP,ano ang una ninyong inisip noong,ano ang una ninyo isip noo
000560,DT.* CD.* NN.* VB.* DT.* NN.*,DTC CDB NNC_CCP VBTS RBW_CCP JJN_CCP,ang una ninyong inisip noong unang,ang una ninyo isip noo una
000561,CD.* NN.* VB.* DT.* NN.* PR.*,CDB NNC_CCP VBTS RBW_CCP JJN_CCP NNC,una ninyong inisip noong unang beses,una ninyo isip noo una beses
000562,NN.* VB.* DT.* NN.* PR.* PM.*,NNC_CCP VBTS RBW_CCP JJN_CCP NNC PRP,ninyong inisip noong unang beses niyo,ninyo isip noo una beses niyo
000584,CC.* NN.* PR.* JJ.* CC.* NN.*,CCT NNC PRS JJD CCB NNC,Sa tingin ko perpekto ng kanta,sa tingin ko perpekto ng kanta
000585,NN.* PR.* JJ.* CC.* NN.* PR.*,NNC PRS JJD CCB NNC PRO,tingin ko perpekto ng kanta iyon,tingin ko perpekto ng kanta iyon
000586,PR.* JJ.* CC.* NN.* PR.* CC.*,PRS JJD CCB NNC PRO CCT,ko perpekto ng kanta iyon para,ko perpekto ng kanta iyon para
000587,JJ.* CC.* NN.* PR.* CC.* CC.*,JJD CCB NNC PRO CCT CCT,perpekto ng kanta iyon para sa,perpekto ng kanta iyon para sa
000588,CC.* NN.* PR.* CC.* CC.* PR.*,CCB NNC PRO CCT CCT PRSP,ng kanta iyon para sa amin.,ng kanta iyon para sa amin
000602,PR.* DT.* NN.* DT.* JJ.* VB.*,PRI_CCP DTCP NNC DTC JJCC VBAF,Maraming mga bahagi ang mas gumanda.,rami mga bahagi ang mas ganda
000614,PR.* DT.* NN.* CC.* NN.* RB.*,PRQ DTC NNC CCT NNC RBW,Ano ang pakiramdam sa pagkanta ulit,ano ang kiramdam sa kanta ulit
000615,DT.* NN.* CC.* NN.* RB.* CC.*,DTC NNC CCT NNC RBW CCB,ang pakiramdam sa pagkanta ulit ng,ang kiramdam sa kanta ulit ng
000616,NN.* CC.* NN.* RB.* CC.* NN.*,NNC CCT NNC RBW CCB NNC_CCP,pakiramdam sa pagkanta ulit ng kantang,kiramdam sa kanta ulit ng kanta
000617,CC.* NN.* RB.* CC.* NN.* PR.*,CCT NNC RBW CCB NNC_CCP PRO,sa pagkanta ulit ng kantang ito?,sa kanta ulit ng kanta ito
000630,CC.* PR.* PR.* NN.* CC.* JJ.*,CCR PRI PRO_CCP NNC CCP JJD,kaya isa itong kanta na pamilyar,kaya isa ito kanta na ilyad
000631,PR.* PR.* NN.* CC.* JJ.* CC.*,PRI PRO_CCP NNC CCP JJD CCP,isa itong kanta na pamilyar na,isa ito kanta na ilyad na
000632,PR.* NN.* CC.* JJ.* CC.* PR.*,PRO_CCP NNC CCP JJD CCP PRP,itong kanta na pamilyar na kami,ito kanta na ilyad na kami
000647,CC.* VB.* PR.* DT.* NN.* RB.*,CCT VBW PRP DTC NNC RBW,para mapanatili namin ang pakiramdam nung,para natili namin ang kiramdam nung
000648,VB.* PR.* DT.* NN.* RB.* JJ.*,VBW PRP DTC NNC RBW JJD,mapanatili namin ang pakiramdam nung orihinal,natili namin ang kiramdam nung orihinal
000649,PR.* DT.* NN.* RB.* JJ.* CC.*,PRP DTC NNC RBW JJD CCP,namin ang pakiramdam nung orihinal na,namin ang kiramdam nung orihinal na
000650,DT.* NN.* RB.* JJ.* CC.* NN.*,DTC NNC RBW JJD CCP NNC,ang pakiramdam nung orihinal na bersyon,ang kiramdam nung orihinal na bersyon
000666,VB.* DT.* PR.* NN.* DT.* VB.*,VBH_CCP DTCP PRI_CCP NNC DTC VBS,mayroong mga ibang bahagi ang dapat,mayroong mga iba bahagi ang dapat
000667,DT.* PR.* NN.* DT.* VB.* CC.*,DTCP PRI_CCP NNC DTC VBS CCP,mga ibang bahagi ang dapat na,mga iba bahagi ang dapat na
000668,PR.* NN.* DT.* VB.* CC.* VB.*,PRI_CCP NNC DTC VBS CCP VBW,ibang bahagi ang dapat na mapalitan.,iba bahagi ang dapat na litan
000684,RB.* PR.* JJ.* CC.* VB.* DT.*,RBF PRS JJD CCP VBOF DTC,hindi ako sanay na sabihin ang,hindi ako sanay na sabi ang
000685,PR.* JJ.* CC.* VB.* DT.* PR.*,PRS JJD CCP VBOF DTC PRI,ako sanay na sabihin ang karamihan,ako sanay na sabi ang rami
000686,JJ.* CC.* VB.* DT.* PR.* CC.*,JJD CCP VBOF DTC PRI CCT,sanay na sabihin ang karamihan sa,sanay na sabi ang rami sa
000687,CC.* VB.* DT.* PR.* CC.* DT.*,CCP VBOF DTC PRI CCT DTCP,na sabihin ang karamihan sa mga,na sabi ang rami sa mga
000688,VB.* DT.* PR.* CC.* DT.* NN.*,VBOF DTC PRI CCT DTCP NNC,sabihin ang karamihan sa mga salita.,sabi ang rami sa mga salita
000697,RB.* RB.* CC.* RB.* JJ.* NN.*,RBF RBI CCT RBF JJD NNPA,Hindi naman sa hindi mahirap (tumawa).,hindi naman sa hindi hirap tawa
000720,VB.* DT.* NN.* CC.* CC.* VB.*,VBH_CCP DTCP NNC CCP CCR VBTS,Mayroong mga salita na kapag namali,roon mga salita na kapa ali
000721,DT.* NN.* CC.* CC.* VB.* PR.*,DTCP NNC CCP CCR VBTS PRS,mga salita na kapag namali ka,mga salita na kapa ali ka
000722,NN.* CC.* CC.* VB.* PR.* CC.*,NNC CCP CCR VBTS PRS CCB,salita na kapag namali ka ng,salita na kapa ali ka ng
000723,CC.* CC.* VB.* PR.* CC.* NN.*,CCP CCR VBTS PRS CCB NNC,na kapag namali ka ng pagsabi,na kapa ali ka ng pagsabi
000724,CC.* VB.* PR.* CC.* NN.* LM,CCR VBTS PRS CCB NNC LM,kapag namali ka ng pagsabi ay,kapa ali ka ng pagsabi ay
000725,VB.* PR.* CC.* NN.* LM VB.*,VBTS PRS CCB NNC LM VBW,namali ka ng pagsabi ay maiiba,ali ka ng pagsabi ay iba
000726,PR.* CC.* NN.* LM VB.* DT.*,PRS CCB NNC LM VBW DTC,ka ng pagsabi ay maiiba ung,ka ng pagsabi ay iba ung
000727,CC.* NN.* LM VB.* DT.* VB.*,CCB NNC LM VBW DTC VBS,ng pagsabi ay maiiba ung ibig,ng pagsabi ay iba ung ibig
000728,NN.* LM VB.* DT.* VB.* VB.*,NNC LM VBW DTC VBS VBOF,pagsabi ay maiiba ung ibig sabihin,pagsabi ay iba ung ibig sabi
000748,NN.* PR.* PR.* RB.* VB.* PR.*,NNC PRS_CCP PRI RBW VBW PRS,Mukha siyang iba nang magsuot siya,mukha siya iba nang suot siya
000749,PR.* PR.* RB.* VB.* PR.* CC.*,PRS_CCP PRI RBW VBW PRS CCB,siyang iba nang magsuot siya ng,siya iba nang suot siya ng
000750,PR.* RB.* VB.* PR.* CC.* NN.*,PRI RBW VBW PRS CCB NNC,iba nang magsuot siya ng salamin,iba nang suot siya ng salam
000763,VB.* PR.* RB.* JJ.* NN.* PR.*,VBS PRS RBI JJD_CCP NNC PRS,akala ko nga bagong miyembro siya,akala ko nga bago miyembro siya
