Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram
400048,LM RB.* VB.* CC.*,5,,,,LM RB.* VB.* CC.*
400049,RB.* VB.* CC.* PR.*,7,,,,RB.* VB.* CC.* PR.*
400050,VB.* RB.* NN.* CC.*,2,,,,VB.* RB.* NN.* CC.*
400051,VB.* RB.* DT.* NN.*,3,,,,VB.* RB.* DT.* NN.*
400052,RB.* DT.* NN.* CC.*,3,,,,RB.* DT.* NN.* CC.*
400053,CC.* JJ.* CC.* NN.*,5,,,,CC.* JJ.* CC.* NN.*
400054,VB.* PR.* CC.* JJ.*,2,,,,VB.* PR.* CC.* JJ.*
400055,PR.* CC.* JJ.* CC.*,3,,,,PR.* CC.* JJ.* CC.*
400056,NN.* PR.* VB.* CC.*,2,,,,NN.* PR.* VB.* CC.*
400057,PR.* VB.* CC.* PR.*,3,,,,PR.* VB.* CC.* PR.*
400058,VB.* CC.* PR.* DT.*,3,,,,VB.* CC.* PR.* DT.*
400059,DT.* PR.* NN.* LM,2,,,,DT.* PR.* NN.* LM
400060,VB.* PR.* DT.* NN.*,6,,,,VB.* PR.* DT.* NN.*
400061,VB.* PR.* VB.* DT.*,2,,,,VB.* PR.* VB.* DT.*
400062,PR.* VB.* DT.* NN.*,2,,,,PR.* VB.* DT.* NN.*
400063,VB.* DT.* NN.* CC.*,8,,,,VB.* DT.* NN.* CC.*
400064,NN.* CC.* DT.* NN.*,3,,,,NN.* CC.* DT.* NN.*
400065,CC.* VB.* PR.* RB.*,3,,,,CC.* VB.* PR.* RB.*
400066,VB.* PR.* RB.* RB.*,2,,,,VB.* PR.* RB.* RB.*
400067,RB.* RB.* PR.* VB.*,6,,,,RB.* RB.* PR.* VB.*
400068,RB.* RB.* DT.* VB.*,3,,,,RB.* RB.* DT.* VB.*
400069,RB.* DT.* VB.* PR.*,2,,,,RB.* DT.* VB.* PR.*
400070,CC.* CC.* VB.* CC.*,2,,,,CC.* CC.* VB.* CC.*
400071,VB.* DT.* NN.* PR.*,3,,,,VB.* DT.* NN.* PR.*
400072,PR.* JJ.* CC.* NN.*,4,,,,PR.* JJ.* CC.* NN.*
400073,JJ.* CC.* NN.* PR.*,2,,,,JJ.* CC.* NN.* PR.*
400074,CC.* NN.* PR.* CC.*,4,,,,CC.* NN.* PR.* CC.*
400075,RB.* RB.* CC.* VB.*,4,,,,RB.* RB.* CC.* VB.*
400076,PR.* DT.* NN.* DT.*,2,,,,PR.* DT.* NN.* DT.*
400077,DT.* NN.* DT.* JJ.*,2,,,,DT.* NN.* DT.* JJ.*
400078,PR.* DT.* NN.* CC.*,7,,,,PR.* DT.* NN.* CC.*
400079,PR.* PR.* NN.* CC.*,3,,,,PR.* PR.* NN.* CC.*
400080,CC.* VB.* PR.* DT.*,2,,,,CC.* VB.* PR.* DT.*
400081,PR.* DT.* NN.* RB.*,2,,,,PR.* DT.* NN.* RB.*
400082,VB.* DT.* PR.* NN.*,4,,,,VB.* DT.* PR.* NN.*
400083,DT.* VB.* CC.* VB.*,2,,,,DT.* VB.* CC.* VB.*
400084,RB.* PR.* JJ.* CC.*,2,,,,RB.* PR.* JJ.* CC.*
400085,PR.* JJ.* CC.* VB.*,2,,,,PR.* JJ.* CC.* VB.*
400086,CC.* VB.* DT.* PR.*,4,,,,CC.* VB.* DT.* PR.*
400087,DT.* PR.* CC.* DT.*,4,,,,DT.* PR.* CC.* DT.*
400088,PR.* CC.* DT.* NN.*,4,,,,PR.* CC.* DT.* NN.*
400089,DT.* NN.* CC.* CC.*,3,,,,DT.* NN.* CC.* CC.*
400090,CC.* VB.* PR.* CC.*,6,,,,CC.* VB.* PR.* CC.*
400091,CC.* NN.* LM VB.*,2,,,,CC.* NN.* LM VB.*
400092,RB.* VB.* PR.* CC.*,2,,,,RB.* VB.* PR.* CC.*
400093,NN.* CC.* VB.* PR.*,2,,,,NN.* CC.* VB.* PR.*
400094,PR.* PR.* CC.* NN.*,2,,,,PR.* PR.* CC.* NN.*
400095,VB.* PR.* RB.* VB.*,3,,,,VB.* PR.* RB.* VB.*
400096,PR.* NN.* CC.* NN.*,3,,,,PR.* NN.* CC.* NN.*
400097,LM VB.* PR.* CC.*,2,,,,LM VB.* PR.* CC.*
400098,PR.* CC.* NN.* NN.*,2,,,,PR.* CC.* NN.* NN.*
400099,NN.* CC.* PR.* CC.*,3,,,,NN.* CC.* PR.* CC.*
400100,CC.* PR.* CC.* DT.*,2,,,,CC.* PR.* CC.* DT.*
400101,JJ.* CC.* VB.* PR.*,2,,,,JJ.* CC.* VB.* PR.*
400102,RB.* VB.* DT.* NN.*,5,,,,RB.* VB.* DT.* NN.*
400103,VB.* PR.* VB.* PR.*,2,,,,VB.* PR.* VB.* PR.*
400104,NN.* CC.* RB.* VB.*,2,,,,NN.* CC.* RB.* VB.*
400105,CC.* RB.* VB.* CC.*,3,,,,CC.* RB.* VB.* CC.*
400106,RB.* DT.* DT.* NN.*,3,,,,RB.* DT.* DT.* NN.*
400107,PR.* CC.* NN.* PR.*,3,,,,PR.* CC.* NN.* PR.*
400108,DT.* RB.* VB.* CC.*,2,,,,DT.* RB.* VB.* CC.*
400109,CC.* PR.* LM VB.*,2,,,,CC.* PR.* LM VB.*
400110,PR.* LM VB.* RB.*,2,,,,PR.* LM VB.* RB.*
400111,VB.* RB.* RB.* CC.*,2,,,,VB.* RB.* RB.* CC.*
400112,VB.* CC.* PR.* NN.*,7,,,,VB.* CC.* PR.* NN.*
400113,PR.* LM VB.* CC.*,5,,,,PR.* LM VB.* CC.*
400114,PR.* NN.* CC.* CC.*,3,,,,PR.* NN.* CC.* CC.*
400115,NN.* CC.* CC.* PR.*,4,,,,NN.* CC.* CC.* PR.*
400116,CC.* CC.* PR.* LM,2,,,,CC.* CC.* PR.* LM
400117,NN.* CC.* PR.* LM,3,,,,NN.* CC.* PR.* LM
400118,PR.* CC.* DT.* JJ.*,2,,,,PR.* CC.* DT.* JJ.*
400119,VB.* PR.* CC.* PR.*,3,,,,VB.* PR.* CC.* PR.*
400120,DT.* NN.* CC.* VB.*,8,,,,DT.* NN.* CC.* VB.*
400121,DT.* PR.* DT.* NN.*,3,,,,DT.* PR.* DT.* NN.*
400122,PR.* LM DT.* NN.*,2,,,,PR.* LM DT.* NN.*
400123,PR.* DT.* NN.* NN.*,3,,,,PR.* DT.* NN.* NN.*
400124,RB.* VB.* CC.* VB.*,2,,,,RB.* VB.* CC.* VB.*
400125,VB.* CC.* VB.* RB.*,2,,,,VB.* CC.* VB.* RB.*
400126,CC.* VB.* RB.* CC.*,2,,,,CC.* VB.* RB.* CC.*
400127,VB.* RB.* CC.* NN.*,2,,,,VB.* RB.* CC.* NN.*
400128,RB.* CC.* NN.* DT.*,3,,,,RB.* CC.* NN.* DT.*
400129,VB.* PR.* CC.* RB.*,3,,,,VB.* PR.* CC.* RB.*
400130,PR.* CC.* RB.* VB.*,2,,,,PR.* CC.* RB.* VB.*
400131,CC.* PR.* LM RB.*,3,,,,CC.* PR.* LM RB.*
400132,PR.* LM RB.* RB.*,2,,,,PR.* LM RB.* RB.*
400133,LM RB.* RB.* PR.*,2,,,,LM RB.* RB.* PR.*
400134,RB.* PR.* VB.* CC.*,3,,,,RB.* PR.* VB.* CC.*
400135,VB.* CC.* NN.* CC.*,6,,,,VB.* CC.* NN.* CC.*
400136,CC.* NN.* CC.* RB.*,2,,,,CC.* NN.* CC.* RB.*
400137,NN.* CC.* RB.* RB.*,3,,,,NN.* CC.* RB.* RB.*
400138,RB.* CC.* VB.* DT.*,2,,,,RB.* CC.* VB.* DT.*
400139,CC.* RB.* RB.* DT.*,3,,,,CC.* RB.* RB.* DT.*
400140,DT.* VB.* NN.* PR.*,2,,,,DT.* VB.* NN.* PR.*
400141,PR.* CC.* PR.* NN.*,4,,,,PR.* CC.* PR.* NN.*
400142,CC.* RB.* RB.* PR.*,2,,,,CC.* RB.* RB.* PR.*
400143,VB.* PR.* VB.* CC.*,5,,,,VB.* PR.* VB.* CC.*
400144,PR.* VB.* CC.* DT.*,4,,,,PR.* VB.* CC.* DT.*
400145,NN.* CC.* VB.* NN.*,2,,,,NN.* CC.* VB.* NN.*
400146,DT.* JJ.* DT.* NN.*,2,,,,DT.* JJ.* DT.* NN.*
400147,NN.* CC.* DT.* PR.*,2,,,,NN.* CC.* DT.* PR.*
400148,VB.* CC.* VB.* DT.*,2,,,,VB.* CC.* VB.* DT.*
400149,DT.* DT.* NN.* LM,2,,,,DT.* DT.* NN.* LM
400150,DT.* NN.* LM RB.*,4,,,,DT.* NN.* LM RB.*
400151,NN.* LM RB.* VB.*,5,,,,NN.* LM RB.* VB.*
400152,RB.* VB.* CC.* DT.*,2,,,,RB.* VB.* CC.* DT.*
400153,DT.* NN.* VB.* NN.*,2,,,,DT.* NN.* VB.* NN.*
400154,CC.* DT.* PR.* NN.*,2,,,,CC.* DT.* PR.* NN.*
400155,DT.* PR.* NN.* CC.*,2,,,,DT.* PR.* NN.* CC.*
400156,DT.* JJ.* CC.* NN.*,4,,,,DT.* JJ.* CC.* NN.*
400157,DT.* NN.* LM VB.*,6,,,,DT.* NN.* LM VB.*
400158,NN.* LM VB.* CC.*,2,,,,NN.* LM VB.* CC.*
400159,LM VB.* CC.* NN.*,3,,,,LM VB.* CC.* NN.*
400160,CC.* NN.* JJ.* CC.*,2,,,,CC.* NN.* JJ.* CC.*
400161,NN.* VB.* CC.* NN.*,2,,,,NN.* VB.* CC.* NN.*
400162,CC.* VB.* PR.* LM,3,,,,CC.* VB.* PR.* LM
400163,CC.* DT.* NN.* NN.*,2,,,,CC.* DT.* NN.* NN.*
400164,RB.* CC.* NN.* RB.*,2,,,,RB.* CC.* NN.* RB.*
400165,CC.* NN.* RB.* RB.*,4,,,,CC.* NN.* RB.* RB.*
400166,NN.* RB.* RB.* VB.*,4,,,,NN.* RB.* RB.* VB.*
400167,RB.* RB.* CC.* NN.*,2,,,,RB.* RB.* CC.* NN.*
400168,JJ.* CC.* NN.* CC.*,6,,,,JJ.* CC.* NN.* CC.*
400169,NN.* CC.* VB.* DT.*,3,,,,NN.* CC.* VB.* DT.*
400170,CC.* VB.* DT.* NN.*,5,,,,CC.* VB.* DT.* NN.*
400171,NN.* NN.* CC.* PR.*,2,,,,NN.* NN.* CC.* PR.*
400172,NN.* CC.* PR.* DT.*,4,,,,NN.* CC.* PR.* DT.*
400173,CC.* NN.* CC.* PR.*,4,,,,CC.* NN.* CC.* PR.*
400174,NN.* CC.* PR.* JJ.*,2,,,,NN.* CC.* PR.* JJ.*
400175,CC.* PR.* JJ.* CC.*,2,,,,CC.* PR.* JJ.* CC.*
400176,RB.* VB.* DT.* FW,2,,,,RB.* VB.* DT.* FW
400177,DT.* JJ.* NN.* CC.*,2,,,,DT.* JJ.* NN.* CC.*
400178,JJ.* NN.* CC.* NN.*,5,,,,JJ.* NN.* CC.* NN.*
400179,CC.* VB.* CC.* PR.*,3,,,,CC.* VB.* CC.* PR.*
400180,VB.* CC.* PR.* JJ.*,3,,,,VB.* CC.* PR.* JJ.*
400181,CC.* PR.* JJ.* NN.*,2,,,,CC.* PR.* JJ.* NN.*
400182,RB.* PR.* VB.* DT.*,2,,,,RB.* PR.* VB.* DT.*
400183,DT.* NN.* DT.* NN.*,2,,,,DT.* NN.* DT.* NN.*
400184,DT.* NN.* VB.* CC.*,2,,,,DT.* NN.* VB.* CC.*
400185,VB.* DT.* NN.* VB.*,2,,,,VB.* DT.* NN.* VB.*
400186,JJ.* CC.* VB.* CC.*,5,,,,JJ.* CC.* VB.* CC.*
400187,NN.* RB.* RB.* DT.*,2,,,,NN.* RB.* RB.* DT.*
400188,DT.* DT.* NN.* VB.*,2,,,,DT.* DT.* NN.* VB.*
400189,CC.* PR.* CC.* PR.*,2,,,,CC.* PR.* CC.* PR.*
400190,CC.* DT.* JJ.* NN.*,2,,,,CC.* DT.* JJ.* NN.*
400191,RB.* RB.* DT.* PR.*,2,,,,RB.* RB.* DT.* PR.*
400192,CC.* VB.* DT.* JJ.*,2,,,,CC.* VB.* DT.* JJ.*
400193,VB.* DT.* JJ.* CC.*,2,,,,VB.* DT.* JJ.* CC.*
400194,DT.* JJ.* CC.* VB.*,3,,,,DT.* JJ.* CC.* VB.*
400195,LM VB.* RB.* NN.*,2,,,,LM VB.* RB.* NN.*
400196,PR.* JJ.* NN.* DT.*,2,,,,PR.* JJ.* NN.* DT.*
400197,JJ.* NN.* DT.* VB.*,2,,,,JJ.* NN.* DT.* VB.*
400198,DT.* VB.* CC.* PR.*,2,,,,DT.* VB.* CC.* PR.*
400199,PR.* DT.* NN.* LM,2,,,,PR.* DT.* NN.* LM
400200,CC.* NN.* CC.* JJ.*,2,,,,CC.* NN.* CC.* JJ.*
400201,CC.* CC.* VB.* DT.*,2,,,,CC.* CC.* VB.* DT.*
400202,NN.* DT.* NN.* PR.*,2,,,,NN.* DT.* NN.* PR.*
400203,VB.* CC.* JJ.* NN.*,2,,,,VB.* CC.* JJ.* NN.*
400204,VB.* CC.* VB.* PR.*,2,,,,VB.* CC.* VB.* PR.*
400205,CC.* FW CC.* VB.*,2,,,,CC.* FW CC.* VB.*
400206,FW CC.* VB.* PR.*,2,,,,FW CC.* VB.* PR.*
400207,,,RBK RBQ DTC NNC,2,,RBK RBQ DTC NNC
400208,,,CCT NNC CCB DTCP,5,,CCT NNC CCB DTCP
400209,,,VBOF DTC DTCP NNC,2,,VBOF DTC DTCP NNC
400210,,,DTC DTCP NNC CCT,5,,DTC DTCP NNC CCT
400211,,,NNC CCT PRI_CCP NNC,2,,NNC CCT PRI_CCP NNC
400212,,,CCB DTCP NNC CCT,4,,CCB DTCP NNC CCT
400213,,,RBK RBQ VBW DTC,4,,RBK RBQ VBW DTC
400214,,,RBQ VBW DTC DTCP,2,,RBQ VBW DTC DTCP
400215,,,VBW DTC DTCP NNC,2,,VBW DTC DTCP NNC
400216,,,VBW CCB DTCP NNC,2,,VBW CCB DTCP NNC
400217,,,VBW DTC NNC CCB,2,,VBW DTC NNC CCB
400218,,,CCB NNC PRO CCT,2,,CCB NNC PRO CCT
400219,,,PRI PRO_CCP NNC CCP,2,,PRI PRO_CCP NNC CCP
400220,,,DTC PRI CCT DTCP,2,,DTC PRI CCT DTCP
400221,,,VBTS PRS CCB NNC,2,,VBTS PRS CCB NNC
400222,,,CCB DTCP NNC CCP,2,,CCB DTCP NNC CCP
400223,,,DTC NNC CCP PRO,5,,DTC NNC CCP PRO
400224,,,NNC CCP PRO CCT,2,,NNC CCP PRO CCT
400225,,,NNC CCP PRO LM,3,,NNC CCP PRO LM
400226,,,VBAF CCT DTCP NNC,2,,VBAF CCT DTCP NNC
400227,,,LM RBF RBI PRS,2,,LM RBF RBI PRS
400228,,,RBF RBI PRS VBTS,2,,RBF RBI PRS VBTS
400229,,,VBS RBI DTP NNP,2,,VBS RBI DTP NNP
400230,,,DTC VBTS NNC PRS,2,,DTC VBTS NNC PRS
400231,,,CCR VBTR PRS CCB,2,,CCR VBTR PRS CCB
400232,,,VBTR PRS CCB NNP,2,,VBTR PRS CCB NNP
400233,,,VBS PRS_CCP VBAF CCB,2,,VBS PRS_CCP VBAF CCB
400234,,,PRS_CCP VBAF CCB DTCP,2,,PRS_CCP VBAF CCB DTCP
400235,,,VBAF CCB DTCP NNC,2,,VBAF CCB DTCP NNC
400236,,,CCT NNC CCB VBN_CCP,2,,CCT NNC CCB VBN_CCP
400237,,,NNC CCB VBN_CCP NNC,2,,NNC CCB VBN_CCP NNC
400238,,,DTCP NNC CCP VBOF,2,,DTCP NNC CCP VBOF
400239,,,NNC CCB DTCP PRO,2,,NNC CCB DTCP PRO
400240,,,DTC DTCP NNC LM,2,,DTC DTCP NNC LM
400241,,,DTCP NNC LM RBM,2,,DTCP NNC LM RBM
400242,,,NNC LM RBM VBAF,2,,NNC LM RBM VBAF
400243,,,LM RBM VBAF CCT,2,,LM RBM VBAF CCT
400244,,,VBOF DTC PRI_CCP NNC,2,,VBOF DTC PRI_CCP NNC
400245,,,CCT DTCP NNC CCB,3,,CCT DTCP NNC CCB
400246,,,DTC NNC LM VBTR,2,,DTC NNC LM VBTR
400247,,,NNC LM VBTR CCB,2,,NNC LM VBTR CCB
400248,,,CCT NNC RBK RBQ,4,,CCT NNC RBK RBQ
400249,,,NNC RBK RBQ VBOF,2,,NNC RBK RBQ VBOF
400250,,,RBK RBQ VBOF DTC,2,,RBK RBQ VBOF DTC
400251,,,DTC JJCS_JJD CCP NNC,2,,DTC JJCS_JJD CCP NNC
400252,,,JJCS_JJD CCP NNC CCB,2,,JJCS_JJD CCP NNC CCB
400253,,,CCB VBOF DTC NNC,3,,CCB VBOF DTC NNC
400254,,,NNC NNC CCT PRSP_CCP,2,,NNC NNC CCT PRSP_CCP
400255,,,NNC CCT PRSP_CCP DTCP,3,,NNC CCT PRSP_CCP DTCP
400256,,,CCT PRSP_CCP DTCP NNC,5,,CCT PRSP_CCP DTCP NNC
400257,,,CCB NNC CCT DTCP,2,,CCB NNC CCT DTCP
400258,,,JJD CCP NNC CCT,2,,JJD CCP NNC CCT
400259,,,JJCS_JJD_CCP NNC CCB NNC,3,,JJCS_JJD_CCP NNC CCB NNC
400260,,,VBOF DTC NNC CCT,2,,VBOF DTC NNC CCT
400261,,,DTP NNP DTC NNC,2,,DTP NNP DTC NNC
400262,,,DTCP NNC CCT PRSP_CCP,3,,DTCP NNC CCT PRSP_CCP
400263,,,NNC LM RBM VBW,2,,NNC LM RBM VBW
400264,,,NNC RBK RBQ DTC,2,,NNC RBK RBQ DTC
400265,,,JJD_CCP NNC CCT NNC,2,,JJD_CCP NNC CCT NNC
400266,,,CCB PRI_CCP NNC CCP,2,,CCB PRI_CCP NNC CCP
400267,,,CCB VBW DTC JJCS_JJD,2,,CCB VBW DTC JJCS_JJD
400268,,,VBW DTC JJCS_JJD CCP,2,,VBW DTC JJCS_JJD CCP
400269,,,DTC JJCS_JJD CCP VBAF,2,,DTC JJCS_JJD CCP VBAF
400270,,,JJCS_JJD CCP VBAF CCP,2,,JJCS_JJD CCP VBAF CCP
400271,,,PRI_CCP JJD_CCP NNC DTC,2,,PRI_CCP JJD_CCP NNC DTC
400272,,,CCB PRSP_CCP DTCP NNC,2,,CCB PRSP_CCP DTCP NNC
400273,,,NNC CCP VBAF CCT,2,,NNC CCP VBAF CCT
400274,,,VBH PRO_CCP DTCP NNC,2,,VBH PRO_CCP DTCP NNC
400275,,,PRO_CCP DTCP NNC CCP,2,,PRO_CCP DTCP NNC CCP
