Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
200573,PRSP_CCP NN.*_PM.*,284.0,PRSP_CCP .*,.* NN.*_PM.*,Mixed POS
200574,RBW_CCP CD.*_PM.*,173.0,RBW_CCP .*,.* CD.*_PM.*,Mixed POS
200575,CCB NN.*_PM.*_PM.*,93.0,CCB .*,.* NN.*_PM.*_PM.*,Mixed POS
200576,CCB VB.*,14.0,CCB .*,.* VB.*,Mixed POS
200577,JJN_CCP NN.*_PM.*,205.0,JJN_CCP .*,.* NN.*_PM.*,Mixed POS
200578,PRI_CCP_PMS JJ.*,16.0,PRI_CCP_PMS .*,.* JJ.*,Mixed POS
200579,JJN_CCP PR.*_PM.*,4.0,JJN_CCP .*,.* PR.*_PM.*,Mixed POS
200580,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200581,CCT JJ.*,47.0,CCT .*,.* JJ.*,Mixed POS
200582,JJD_CCP VB.*_PM.*,22.0,JJD_CCP .*,.* VB.*_PM.*,Mixed POS
200583,NNP_CCP NN.*_PM.*,21.0,NNP_CCP .*,.* NN.*_PM.*,Mixed POS
200584,JJD_CCP NN.*_PM.*,607.0,JJD_CCP .*,.* NN.*_PM.*,Mixed POS
200585,DTCP NN.*_PM.*_PM.*,46.0,DTCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200586,RBW_CCP CD.*_PM.*,173.0,RBW_CCP .*,.* CD.*_PM.*,Mixed POS
200587,CCT PR.*_PM.*,22.0,CCT .*,.* PR.*_PM.*,Mixed POS
200588,PRSP_CCP_PMS NN.*_PM.*,2.0,PRSP_CCP_PMS .*,.* NN.*_PM.*,Mixed POS
200589,NNC_CCP_PMS NN.*_PM.*,4.0,NNC_CCP_PMS .*,.* NN.*_PM.*,Mixed POS
200590,NNC_CCP JJ.*_PM.*,95.0,NNC_CCP .*,.* JJ.*_PM.*,Mixed POS
200591,CCP NN.*_PM.*_PM.*,165.0,CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200592,VBTR_CCP NN.*_PM.*,25.0,VBTR_CCP .*,.* NN.*_PM.*,Mixed POS
200593,NNC_CCP JJ.*_PM.*,95.0,NNC_CCP .*,.* JJ.*_PM.*,Mixed POS
200594,CCB VB.*_PM.*,8.0,CCB .*,.* VB.*_PM.*,Mixed POS
200596,PRI_CCP NN.*_PM.*,301.0,PRI_CCP .*,.* NN.*_PM.*,Mixed POS
200597,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200598,JJCS_JJD PR.*,4.0,JJCS_JJD .*,.* PR.*,Mixed POS
200599,PRC_CCP NN.*_PM.*,14.0,PRC_CCP .*,.* NN.*_PM.*,Mixed POS
200600,JJD_CCP NN.*_PM.*,607.0,JJD_CCP .*,.* NN.*_PM.*,Mixed POS
200601,JJCS_JJD_CCP NN.*,189.0,JJCS_JJD_CCP .*,.* NN.*,Mixed POS
200602,JJCS_JJD_CCP NN.*_PM.*,8.0,JJCS_JJD_CCP .*,.* NN.*_PM.*,Mixed POS
200603,JJD_CCP NN.*_PM.*,607.0,JJD_CCP .*,.* NN.*_PM.*,Mixed POS
200604,CCP NN.*_PM.*_PM.*,165.0,CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200605,CCB NN.*_NN.*_PM.*,4.0,CCB .*,.* NN.*_NN.*_PM.*,Mixed POS
200606,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200607,VBTR_VBAF_CCP NN.*,22.0,VBTR_VBAF_CCP .*,.* NN.*,Mixed POS
200608,NNC_CCP CD.*_PM.*,46.0,NNC_CCP .*,.* CD.*_PM.*,Mixed POS
200609,DTCP JJ.*,17.0,DTCP .*,.* JJ.*,Mixed POS
200610,PRI_CCP NN.*_PM.*,301.0,PRI_CCP .*,.* NN.*_PM.*,Mixed POS
200611,JJD_CCP VB.*,47.0,JJD_CCP .*,.* VB.*,Mixed POS
200612,RBD_CCP VB.*_PM.*,35.0,RBD_CCP .*,.* VB.*_PM.*,Mixed POS
200613,CCT PR.*_PM.*,22.0,CCT .*,.* PR.*_PM.*,Mixed POS
200614,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200615,DTCP VB.*_PM.*,12.0,DTCP .*,.* VB.*_PM.*,Mixed POS
200616,PRI_CCP FW_PM.*,10.0,PRI_CCP .*,.* FW_PM.*,Mixed POS
200617,VBTS_CCP_PMS NN.*,4.0,VBTS_CCP_PMS .*,.* NN.*,Mixed POS
200618,DTC_PMS JJ.*,6.0,DTC_PMS .*,.* JJ.*,Mixed POS
200619,JJD_CCP_PMS NN.*,6.0,JJD_CCP_PMS .*,.* NN.*,Mixed POS
200620,CCT JJ.*_PM.*,7.0,CCT .*,.* JJ.*_PM.*,Mixed POS
200621,NNC_CCP JJ.*_PM.*_PM.*,5.0,NNC_CCP .*,.* JJ.*_PM.*_PM.*,Mixed POS
200622,PRI_CCP VB.*,29.0,PRI_CCP .*,.* VB.*,Mixed POS
200623,JJD_CCP VB.*_PM.*,22.0,JJD_CCP .*,.* VB.*_PM.*,Mixed POS
200624,PRI_CCP FW_PM.*,10.0,PRI_CCP .*,.* FW_PM.*,Mixed POS
200625,RBW JJ.*,2.0,RBW .*,.* JJ.*,Mixed POS
200626,CCB NN.*_PM.*_PM.*,93.0,CCB .*,.* NN.*_PM.*_PM.*,Mixed POS
200627,NNC_CCP NN.*_PM.*,73.0,NNC_CCP .*,.* NN.*_PM.*,Mixed POS
200628,PRQ_CCP NN.*_PM.*,45.0,PRQ_CCP .*,.* NN.*_PM.*,Mixed POS
200629,PRS_CCP VB.*,22.0,PRS_CCP .*,.* VB.*,Mixed POS
200630,JJN_CCP NN.*_PM.*,205.0,JJN_CCP .*,.* NN.*_PM.*,Mixed POS
200631,RBL_CCP NN.*_PM.*,10.0,RBL_CCP .*,.* NN.*_PM.*,Mixed POS
200632,CCA NN.*_PM.*_PM.*,13.0,CCA .*,.* NN.*_PM.*_PM.*,Mixed POS
200633,JJCS_CCP JJ.*_PM.*,11.0,JJCS_CCP .*,.* JJ.*_PM.*,Mixed POS
200634,CCB NN.*_FW_PM.*,2.0,CCB .*,.* NN.*_FW_PM.*,Mixed POS
200635,PRQ_CCP JJ.*,3.0,PRQ_CCP .*,.* JJ.*,Mixed POS
200636,CCT PR.*_PM.*_PM.*,11.0,CCT .*,.* PR.*_PM.*_PM.*,Mixed POS
200637,CCB PR.*_PM.*_PM.*,4.0,CCB .*,.* PR.*_PM.*_PM.*,Mixed POS
200638,CCT NN.*_PM.*_PM.*,73.0,CCT .*,.* NN.*_PM.*_PM.*,Mixed POS
200639,LM_PMS VB.*,13.0,LM_PMS .*,.* VB.*,Mixed POS
200640,CCT NN.*_PM.*_PM.*,73.0,CCT .*,.* NN.*_PM.*_PM.*,Mixed POS
200641,PRSP_CCP VB.*_PM.*_PM.*,5.0,PRSP_CCP .*,.* VB.*_PM.*_PM.*,Mixed POS
200642,RBI VB.*_PM.*_PM.*,3.0,RBI .*,.* VB.*_PM.*_PM.*,Mixed POS
200643,DTCP VB.*,22.0,DTCP .*,.* VB.*,Mixed POS
200644,CCA NN.*_PM.*_PM.*,13.0,CCA .*,.* NN.*_PM.*_PM.*,Mixed POS
200645,JJCS_JJD_CCP NN.*,189.0,JJCS_JJD_CCP .*,.* NN.*,Mixed POS
200646,VBTS_CCP VB.*,9.0,VBTS_CCP .*,.* VB.*,Mixed POS
200647,VBW PR.*_PM.*_PM.*,3.0,VBW .*,.* PR.*_PM.*_PM.*,Mixed POS
200648,RBD_CCP JJ.*_PM.*_PM.*,0.0,RBD_CCP .*,.* JJ.*_PM.*_PM.*,Mixed POS
200649,RBI_CCP NN.*_PM.*,45.0,RBI_CCP .*,.* NN.*_PM.*,Mixed POS
200650,JJC_CCP NN.*_PM.*,26.0,JJC_CCP .*,.* NN.*_PM.*,Mixed POS
200651,VBTR_VBAF_CCP VB.*,9.0,VBTR_VBAF_CCP .*,.* VB.*,Mixed POS
200652,RBR PR.*_PM.*_PM.*,2.0,RBR .*,.* PR.*_PM.*_PM.*,Mixed POS
200653,JJD_CCP FW_PM.*,13.0,JJD_CCP .*,.* FW_PM.*,Mixed POS
200654,NNP_CCP NN.*_PM.*,21.0,NNP_CCP .*,.* NN.*_PM.*,Mixed POS
200655,PRI_CCP NN.*_PM.*_PM.*,15.0,PRI_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200656,VBN_CCP NN.*_PM.*,49.0,VBN_CCP .*,.* NN.*_PM.*,Mixed POS
200657,PRSP_CCP_PMS NN.*,6.0,PRSP_CCP_PMS .*,.* NN.*,Mixed POS
200658,PRSP_CCP VB.*_PM.*,35.0,PRSP_CCP .*,.* VB.*_PM.*,Mixed POS
200659,VBRF_CCP NN.*_PM.*,9.0,VBRF_CCP .*,.* NN.*_PM.*,Mixed POS
200660,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200661,PRSP_CCP VB.*_PM.*,35.0,PRSP_CCP .*,.* VB.*_PM.*,Mixed POS
200662,VBH_CCP_PMS JJ.*,3.0,VBH_CCP_PMS .*,.* JJ.*,Mixed POS
200663,RBD_CCP_PMS VB.*_PM.*,2.0,RBD_CCP_PMS .*,.* VB.*_PM.*,Mixed POS
200664,RBW_CCP VB.*,24.0,RBW_CCP .*,.* VB.*,Mixed POS
200665,CCP VB.*_PM.*_PM.*,30.0,CCP .*,.* VB.*_PM.*_PM.*,Mixed POS
200666,DTCP VB.*_PM.*_PM.*,5.0,DTCP .*,.* VB.*_PM.*_PM.*,Mixed POS
200667,JJCS_JJD_CCP DT.*,2.0,JJCS_JJD_CCP .*,.* DT.*,Mixed POS
200668,CCT JJ.*_PM.*_PM.*,3.0,CCT .*,.* JJ.*_PM.*_PM.*,Mixed POS
200669,RBF NN.*_PM.*_PM.*,2.0,RBF .*,.* NN.*_PM.*_PM.*,Mixed POS
200670,CCB PR.*_PM.*,10.0,CCB .*,.* PR.*_PM.*,Mixed POS
200671,PRS_CCP NN.*_PM.*,9.0,PRS_CCP .*,.* NN.*_PM.*,Mixed POS
200672,JJN_CCP VB.*,11.0,JJN_CCP .*,.* VB.*,Mixed POS
200673,DTCP VB.*_PM.*,12.0,DTCP .*,.* VB.*_PM.*,Mixed POS
200674,JJCS_CCP JJ.*_PM.*_PM.*,4.0,JJCS_CCP .*,.* JJ.*_PM.*_PM.*,Mixed POS
200675,VBW_CCP NN.*_PM.*,9.0,VBW_CCP .*,.* NN.*_PM.*,Mixed POS
200676,CCB FW_PM.*_PM.*,4.0,CCB .*,.* FW_PM.*_PM.*,Mixed POS
200678,RBD_CCP VB.*,52.0,RBD_CCP .*,.* VB.*,Mixed POS
200679,CCB JJ.*_PM.*_PM.*,2.0,CCB .*,.* JJ.*_PM.*_PM.*,Mixed POS
200680,RBI_CCP NN.*_PM.*,45.0,RBI_CCP .*,.* NN.*_PM.*,Mixed POS
200681,RBD_CCP VB.*_PM.*,35.0,RBD_CCP .*,.* VB.*_PM.*,Mixed POS
200682,VBTR_CCP NN.*_PM.*,25.0,VBTR_CCP .*,.* NN.*_PM.*,Mixed POS
200683,PRO_CCP NN.*_PM.*,13.0,PRO_CCP .*,.* NN.*_PM.*,Mixed POS
200684,PRSP_CCP FW_PM.*,3.0,PRSP_CCP .*,.* FW_PM.*,Mixed POS
200685,PRSP_CCP NN.*_PM.*_PM.*,23.0,PRSP_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200686,PRC_CCP NN.*_PM.*,14.0,PRC_CCP .*,.* NN.*_PM.*,Mixed POS
200687,RBD_CCP JJ.*_PM.*,5.0,RBD_CCP .*,.* JJ.*_PM.*,Mixed POS
200688,JJD_CCP VB.*_PM.*,22.0,JJD_CCP .*,.* VB.*_PM.*,Mixed POS
200689,PRO_CCP VB.*_PM.*,13.0,PRO_CCP .*,.* VB.*_PM.*,Mixed POS
200690,RBI_CCP FW_PM.*,2.0,RBI_CCP .*,.* FW_PM.*,Mixed POS
200691,RBI_CCP NN.*_PM.*_PM.*,6.0,RBI_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200692,PRI_CCP NN.*_PM.*,301.0,PRI_CCP .*,.* NN.*_PM.*,Mixed POS
200693,PRI_CCP NN.*_PM.*,301.0,PRI_CCP .*,.* NN.*_PM.*,Mixed POS
200694,LM_PMS PR.*,8.0,LM_PMS .*,.* PR.*,Mixed POS
200695,RBI_CCP CD.*_PM.*,4.0,RBI_CCP .*,.* CD.*_PM.*,Mixed POS
200696,NNC_CCP VB.*,67.0,NNC_CCP .*,.* VB.*,Mixed POS
200697,RBD_CCP VB.*_PM.*,35.0,RBD_CCP .*,.* VB.*_PM.*,Mixed POS
200698,JJN_CCP FW_PM.*,9.0,JJN_CCP .*,.* FW_PM.*,Mixed POS
200699,PRO_CCP NN.*_PM.*,13.0,PRO_CCP .*,.* NN.*_PM.*,Mixed POS
200700,RBW_CCP VB.*_PM.*,8.0,RBW_CCP .*,.* VB.*_PM.*,Mixed POS
200701,LM_PMS JJ.*,7.0,LM_PMS .*,.* JJ.*,Mixed POS
200702,PRP PR.*_PM.*_PM.*,4.0,PRP .*,.* PR.*_PM.*_PM.*,Mixed POS
200703,VBTR_VBRF_CCP NN.*,7.0,VBTR_VBRF_CCP .*,.* NN.*,Mixed POS
200705,RBD_CCP VB.*_PM.*,35.0,RBD_CCP .*,.* VB.*_PM.*,Mixed POS
200706,JJD_CCP VB.*_PM.*,22.0,JJD_CCP .*,.* VB.*_PM.*,Mixed POS
200707,PRSP_CCP JJ.*,10.0,PRSP_CCP .*,.* JJ.*,Mixed POS
200708,PRI_CCP JJ.*,13.0,PRI_CCP .*,.* JJ.*,Mixed POS
200709,NNC_CCP CD.*_PM.*,46.0,NNC_CCP .*,.* CD.*_PM.*,Mixed POS
200710,PRP_CCP NN.*_PM.*,9.0,PRP_CCP .*,.* NN.*_PM.*,Mixed POS
200711,NNC_CCP RB.*_PM.*,6.0,NNC_CCP .*,.* RB.*_PM.*,Mixed POS
200712,VBTR_CCP NN.*_PM.*_PM.*,3.0,VBTR_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200713,RBL_CCP NN.*_PM.*,10.0,RBL_CCP .*,.* NN.*_PM.*,Mixed POS
200714,NNC_CCP RB.*_PM.*,6.0,NNC_CCP .*,.* RB.*_PM.*,Mixed POS
200715,JJN_CCP JJ.*,17.0,JJN_CCP .*,.* JJ.*,Mixed POS
200716,PRI_CCP NN.*_PM.*,301.0,PRI_CCP .*,.* NN.*_PM.*,Mixed POS
200717,LM_PMS JJ.*_PM.*_PM.*,1.0,LM_PMS .*,.* JJ.*_PM.*_PM.*,Mixed POS
200718,CCP VB.*_PM.*_PM.*,30.0,CCP .*,.* VB.*_PM.*_PM.*,Mixed POS
200719,VBN_CCP NN.*_PM.*_PM.*,9.0,VBN_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200720,RBW_CCP VB.*,24.0,RBW_CCP .*,.* VB.*,Mixed POS
200721,VBTR_CCP NN.*_PM.*,25.0,VBTR_CCP .*,.* NN.*_PM.*,Mixed POS
200722,RBD_CCP VB.*_PM.*_PM.*,3.0,RBD_CCP .*,.* VB.*_PM.*_PM.*,Mixed POS
200723,JJN_CCP FW_PM.*,9.0,JJN_CCP .*,.* FW_PM.*,Mixed POS
200724,CCB_PMS JJ.*,7.0,CCB_PMS .*,.* JJ.*,Mixed POS
200725,PRS_CCP VB.*,22.0,PRS_CCP .*,.* VB.*,Mixed POS
200727,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200728,PRI_CCP JJ.*_PM.*,3.0,PRI_CCP .*,.* JJ.*_PM.*,Mixed POS
200729,PRSP_CCP VB.*_PM.*,35.0,PRSP_CCP .*,.* VB.*_PM.*,Mixed POS
200730,RBF VB.*_PM.*_PM.*,4.0,RBF .*,.* VB.*_PM.*_PM.*,Mixed POS
200731,JJD_CCP FW_PM.*,13.0,JJD_CCP .*,.* FW_PM.*,Mixed POS
200732,VBTR_CCP_PMS DT.*,4.0,VBTR_CCP_PMS .*,.* DT.*,Mixed POS
200734,CCB PR.*_PM.*,10.0,CCB .*,.* PR.*_PM.*,Mixed POS
200735,VBTS_PMS RB.*,1.0,VBTS_PMS .*,.* RB.*,Mixed POS
200736,LM_PMS VB.*,13.0,LM_PMS .*,.* VB.*,Mixed POS
200737,PRS_CCP NN.*_PM.*,9.0,PRS_CCP .*,.* NN.*_PM.*,Mixed POS
200738,CCT RB.*_PM.*_PM.*,1.0,CCT .*,.* RB.*_PM.*_PM.*,Mixed POS
200739,NNC_CCP NN.*_PM.*_PM.*,7.0,NNC_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200740,DTP NN.*_PM.*_PM.*,3.0,DTP .*,.* NN.*_PM.*_PM.*,Mixed POS
200741,PRI_CCP JJ.*,13.0,PRI_CCP .*,.* JJ.*,Mixed POS
200742,JJCS_JJD_CCP RB.*,5.0,JJCS_JJD_CCP .*,.* RB.*,Mixed POS
200743,PRI_CCP VB.*,29.0,PRI_CCP .*,.* VB.*,Mixed POS
200744,VBW PR.*_PM.*_PM.*,3.0,VBW .*,.* PR.*_PM.*_PM.*,Mixed POS
200745,NNC_CCP FW_PM.*,13.0,NNC_CCP .*,.* FW_PM.*,Mixed POS
200746,RBF JJ.*_PM.*_PM.*,3.0,RBF .*,.* JJ.*_PM.*_PM.*,Mixed POS
200747,PRSP_CCP NN.*_PM.*,284.0,PRSP_CCP .*,.* NN.*_PM.*,Mixed POS
200748,PRI_CCP_PMS VB.*,2.0,PRI_CCP_PMS .*,.* VB.*,Mixed POS
200749,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200750,LM_PMS JJ.*,7.0,LM_PMS .*,.* JJ.*,Mixed POS
200751,VBTS_CCP_PMS NN.*,4.0,VBTS_CCP_PMS .*,.* NN.*,Mixed POS
200752,RBI_CCP VB.*,14.0,RBI_CCP .*,.* VB.*,Mixed POS
200753,RBW_CCP VB.*_PM.*,8.0,RBW_CCP .*,.* VB.*_PM.*,Mixed POS
200755,VBTS DT.*_NN.*_PM.*,2.0,VBTS .*,.* DT.*_NN.*_PM.*,Mixed POS
200756,VBTS_CCP NN.*_PM.*_PM.*,4.0,VBTS_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200757,JJCS_CCP JJ.*_PM.*,11.0,JJCS_CCP .*,.* JJ.*_PM.*,Mixed POS
200758,RBI_CCP PR.*_PM.*,6.0,RBI_CCP .*,.* PR.*_PM.*,Mixed POS
200759,JJN_CCP NN.*_PM.*_PM.*,6.0,JJN_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200760,PRSP_CCP JJ.*,10.0,PRSP_CCP .*,.* JJ.*,Mixed POS
200761,PRS_CCP_PMS DT.*,2.0,PRS_CCP_PMS .*,.* DT.*,Mixed POS
200762,NNC_CCP NN.*_PM.*,73.0,NNC_CCP .*,.* NN.*_PM.*,Mixed POS
200763,JJD_CCP RB.*_PM.*,6.0,JJD_CCP .*,.* RB.*_PM.*,Mixed POS
200764,NNC_CCP VB.*_PM.*,38.0,NNC_CCP .*,.* VB.*_PM.*,Mixed POS
200765,NNC_CCP_PMS NN.*,6.0,NNC_CCP_PMS .*,.* NN.*,Mixed POS
200766,PRI_CCP_PMS NN.*,13.0,PRI_CCP_PMS .*,.* NN.*,Mixed POS
200767,NNC_CCP FW_PM.*,13.0,NNC_CCP .*,.* FW_PM.*,Mixed POS
200768,VBS_CCP VB.*_PM.*,7.0,VBS_CCP .*,.* VB.*_PM.*,Mixed POS
200769,PRS_CCP JJ.*,1.0,PRS_CCP .*,.* JJ.*,Mixed POS
200770,PRSP_CCP JJ.*_PM.*,4.0,PRSP_CCP .*,.* JJ.*_PM.*,Mixed POS
200771,NNC_CCP NN.*_PM.*_PM.*,7.0,NNC_CCP .*,.* NN.*_PM.*_PM.*,Mixed POS
200772,CCT NN.*_PM.*,80.0,CCT .*,.* NN.*_PM.*,Mixed POS
200773,NNC_CCP FW_PM.*_PM.*,1.0,NNC_CCP .*,.* FW_PM.*_PM.*,Mixed POS
200775,PRI_CCP RB.*_PM.*,3.0,PRI_CCP .*,.* RB.*_PM.*,Mixed POS
200776,NNC_PMS CC.*,0.0,NNC_PMS .*,.* CC.*,Mixed POS
306832,DTC JJN_CCP JJ.*,45.0,DTC JJN_CCP .*,.* .* JJ.*,Mixed POS
306833,JJCS_JJD_CCP FW PM.*,6.0,JJCS_JJD_CCP .* .*,.* .* PM.*,Mixed POS
306834,DTC VBTR_CCP CC.*,3.0,DTC VBTR_CCP .*,.* .* CC.*,Mixed POS
306835,NNC CCB NN.*_PM.*,736.0,NNC CCB .*,.* .* NN.*_PM.*,Mixed POS
306836,LM VBTS_CCP VB.*,97.0,.* VBTS_CCP .*,.* .* VB.*,Mixed POS
306837,VBTR_CCP NN.* PM.*,8.0,VBTR_CCP .* .*,.* NN.* PM.*,Mixed POS
306838,VBTR CCB JJ.*,71.0,VBTR CCB .*,.* .* JJ.*,Mixed POS
306839,JJD_CCP NN.* CCA,132.0,JJD_CCP .* CCA,.* NN.* .*,Mixed POS
306840,DTCP NN.* RB.*,103.0,DTCP .* .*,.* NN.* RB.*,Mixed POS
306841,NNC_CCP RB.* JJ.*,19.0,NNC_CCP .* .*,.* RB.* JJ.*,Mixed POS
306842,NNC CCB PR.*,467.0,NNC CCB .*,.* .* PR.*,Mixed POS
306843,PRSP_CCP DT.* NN.*_PM.*,58.0,PRSP_CCP .* .*,.* DT.* NN.*_PM.*,Mixed POS
306844,RBL CC.* PR.*,71.0,RBL .* .*,.* CC.* PR.*,Mixed POS
306845,PRI_CCP NN.* CCB,447.0,PRI_CCP .* CCB,.* NN.* .*,Mixed POS
306846,JJD_CCP NN.* RBI,15.0,JJD_CCP .* RBI,.* NN.* .*,Mixed POS
306847,CCB DT.* NN.*,431.0,CCB .* .*,.* DT.* NN.*,Mixed POS
306848,DTCP NN.* PRO,79.0,DTCP .* PRO,.* NN.* .*,Mixed POS
306849,NNC_CCP PRO DT.*,14.0,NNC_CCP PRO .*,.* .* DT.*,Mixed POS
306850,NNC CCA VB.*,61.0,NNC CCA .*,.* .* VB.*,Mixed POS
306851,CCB JJ.* FW,1210.0,CCB .* .*,.* JJ.* .*,Mixed POS
306852,JJD_CCP FW PM.*,91.0,JJD_CCP .* .*,.* .* PM.*,Mixed POS
306853,NNC CCP JJ.*_PM.*,11.0,NNC CCP .*,.* .* JJ.*_PM.*,Mixed POS
306854,CCP CC.* RB.*_PM.*,3.0,CCP .* .*,.* CC.* RB.*_PM.*,Mixed POS
306855,RBW VB.* RB.*,11.0,RBW .* .*,.* VB.* RB.*,Mixed POS
306856,VBN RB.* VB.*,17.0,VBN .* .*,.* RB.* VB.*,Mixed POS
306857,RBI_CCP VB.* CC.*,45.0,RBI_CCP .* .*,.* VB.* CC.*,Mixed POS
306858,DTCP NN.* PR.*_PM.*,25.0,DTCP .* .*,.* NN.* PR.*_PM.*,Mixed POS
306859,PRO CC.* PR.*,41.0,PRO .* .*,.* CC.* PR.*,Mixed POS
306860,PRS CC.* PR.*,43.0,PRS .* .*,.* CC.* PR.*,Mixed POS
306861,CCT PR.* NN.*,1397.0,CCT .* .*,.* PR.* NN.*,Mixed POS
306862,PRSP_CCP NN.* CC.*,469.0,PRSP_CCP .* .*,.* NN.* CC.*,Mixed POS
306863,CCB NN.* RB.*,231.0,CCB .* .*,.* NN.* RB.*,Mixed POS
306864,NNC RBW_CCP NN.*,191.0,NNC RBW_CCP .*,.* .* NN.*,Mixed POS
306865,RBW_CCP NN.* CC.*,283.0,RBW_CCP .* .*,.* NN.* CC.*,Mixed POS
306866,DTC PRSP_CCP NN.*,495.0,DTC PRSP_CCP .*,.* .* NN.*,Mixed POS
306867,PRSP_CCP NN.* LM,841.0,PRSP_CCP .* .*,.* NN.* .*,Mixed POS
306868,DTC CDB_PMS NN.*,6.0,DTC CDB_PMS .*,.* .* NN.*,Mixed POS
306869,NNCA PM.* JJ.*,2.0,NNCA .* .*,.* PM.* JJ.*,Mixed POS
306870,PMS JJ.* NN.*,111.0,PMS .* .*,.* JJ.* NN.*,Mixed POS
306871,JJN_CCP NN.* LM,930.0,JJN_CCP .* .*,.* NN.* .*,Mixed POS
306872,VBTR PRS_CCP JJ.*,3.0,VBTR PRS_CCP .*,.* .* JJ.*,Mixed POS
306873,LM JJN_CCP VB.*,73.0,.* JJN_CCP .*,.* .* VB.*,Mixed POS
306874,JJN_CCP VB.* RB.*,5.0,JJN_CCP .* .*,.* VB.* RB.*,Mixed POS
