CC.* VB.*::CCT VBTR_VBAF_CCP::200560
VB.* NN.*_PM.*_PM.*::VBTS_CCP NNC_PMP_PMS::200630
JJ.* NN.*::JJCS_JJD_CCP NNC_CCP::200631
NN.* NN.*_PM.*::NNP_CCP NNC_PMP::200632
NN.* JJ.*_PM.*::NNC_CCP JJD_PMP::200633
PM.*_ JJ.*::PMS_ JJCS_JJD::200634
PM.*_ NN.*::PMS_ NNP_CCP::200635
PR.* JJ.*::PRI_CCP JJCS_JJD::200636
JJ.* VB.*::JJCS_JJD_CCP VBTS::200637
CC.* PR.*_PM.*_PM.*::CCT PRSP_PMP_PMS::200638
NN.* JJ.*_PM.*::NNC_CCP JJD_PMC::200639
VB.* NN.*_PM.*::VBTS_CCP NNC_PMC::200640
RB.* VB.*::RBD_CCP VBTS_VBAF::200641
PR.* NN.*_PM.*::PRC_CCP NNC_PMC::200642
VB.* NN.*_PM.*::VBN_CCP NNC_PMP::200643
JJ.* FW_PM.*::JJN_CCP FW_PMC::200644
PR.* NN.*_PM.*_PM.*::PRP_CCP NNC_PMP_PMS::200645
PM.*_ PR.*::PMS_ PRSP_CCP::200646
VB.* CC.*_PM.*::VBTR_VBAF CCT_PMS::200647
NN.* NN.*_PM.*_PM.*::NNC_CCP NNC_PMP_PMS::200648
CC.* NN.*_PM.*_PM.*::CCP NNP_PMP_PMS::200649
RB.* VB.*_PM.*::RBD_CCP VBOF_PMC::200650
VB.* PR.*_PM.*_PM.*::VBOF PRO_PMP_PMS::200651
VB.* NN.*_PM.*::VBTS_CCP NNP_PMC::200652
DT.* VB.*_PM.*::DTCP VBTR_VBAF_PMC::200653
JJ.* JJ.*_PM.*::JJCS_CCP JJD_PMP::200654
VB.* NN.*_PM.*::VBTR_CCP NNC_PMP::200655
CC.* PR.*_PM.*::CCT PRI_CCP_PMS::200656
PR.*_PM.* NN.*::PRI_CCP_PMS NNC::200657
JJ.* NN.*_PM.*_PM.*::JJD_CCP NNC_PMP_PMS::200658
JJ.* DT.*::JJCS_JJD_CCP DTCP::200659
PM.*_ VB.*::PMS_ VBN_CCP::200660
NN.* JJ.*_PM.*_PM.*::NNC_CCP JJD_PMP_PMS::200661
VB.* NN.*_PM.*::VBOF_CCP NNC_PMP::200662
NN.* VB.*_PM.*::NNC_CCP VBTS_PMP::200663
CC.* VB.*_PM.*::CCP VBTR_VBAF_PMC::200664
CC.* NN.*_PM.*_PM.*::CCA NNP_PMP_PMS::200665
RB.* NN.*_PM.*::RBI_CCP NNC_PMC::200666
PR.* VB.*::PRI_CCP VBTR_VBAF::200667
CC.*_PM.* JJ.*::CCB_PMS JJD_CCP::200668
JJ.* NN.*_PM.*::JJD_CCP NNC_PMS::200669
VB.* NN.*::VBTR_VBAF_CCP NNC::200670
PR.* NN.*_PM.*::PRP_CCP NNC_PMP::200671
NN.* VB.*_PM.*::NNC_CCP VBTS_PMC::200672
JJ.* FW_PM.*::JJD_CCP FW_PMS::200673
PM.*_ VB.*::PMS_ VBH_CCP::200674
JJ.* NN.*_PM.*::JJD_CCP NNP_PMC::200675
PR.* VB.*_PM.*::PRSP_CCP VBTR_PMP::200676
LM_PM.* RB.*::LM_PMS RBD_CCP::200677
CC.* VB.*_PM.*_PM.*::CCP VBTF_PMP_PMS::200678
JJ.* VB.*_PM.*::JJD_CCP VBTS_PMC::200679
NN.* FW_PM.*::NNC_CCP FW_PMC::200680
VB.* VB.*_PM.*::VBN_CCP VBTS_PMP::200681
PR.* NN.*_PM.*::PRS_CCP NNC_PMP::200682
JJ.* VB.*::JJD_CCP VBTR_VBAF::200683
NN.* PM.*_NN.*_PM.*::NNP PMS_NNPA_PMP::200684
CC.* VB.*::CCB VBTR_VBAF_CCP::200685
CC.* JJ.*_PM.*_PM.*::CCT JJD_PMP_PMS::200686
PR.* VB.*_PM.*::PRSP_CCP VBTS_PMC::200687
PR.* PR.*_PM.*_PM.*::PRP PRO_PMP_PMS::200688
VB.* PR.*_PM.*::VBTS PRS_CCP_PMS::200689
CC.* NN.*_PM.*::CCB_CCP NNC_PMP::200690
PR.* NN.*_PM.*_PM.*::PRI_CCP NNC_PMP_PMS::200691
PR.*_PM.* JJ.*::PRI_CCP_PMS JJD::200692
DT.* VB.*_PM.*_PM.*::DTCP VBTR_PMP_PMS::200693
VB.* NN.*_PM.*::VBTR_VBRF_CCP NNC_PMP::200694
VB.* JJ.*::VBTR_VBRF_CCP JJD_CCP::200695
RB.* NN.*_PM.*::RBW_CCP NNC_PMC::200696
NN.*_PM.* RB.*::NNP_PMS RBW_CCP::200697
PR.* NN.*_PM.*::PRS_CCP NNC_PMC::200698
CC.* CD.*_PM.*_PM.*::CCT CDB_PMP_PMS::200699
PM.*_ PR.*::PMS_ PRI_CCP::200700
DT.*_PM.* NN.*::DTC_PMS NNC_CCP::200701
JJ.* VB.*_PM.*::JJD_CCP VBW_PMC::200702
JJ.* NN.*_PM.*_PM.*::JJN_CCP NNC_PMP_PMS::200703
VB.* NN.*_PM.*::VBTR_CCP NNC_PMS::200704
CC.* PR.*_PM.*::CCB PRI_CCP_PMS::200705
PR.*_PM.* JJ.*::PRI_CCP_PMS JJD_CCP::200706
RB.* VB.*_PM.*::RBD_CCP VBTS_PMP::200707
JJ.* VB.*_PM.*::JJCC_CCP VBAF_PMP::200708
PR.* FW_PM.*::PRI_CCP FW_PMC::200709
VB.* FW_PM.*::VBTS_CCP FW_PMC::200710
LM_PM.* JJ.*::LM_PMS JJCS_CCP::200711
VB.* JJ.*_PM.*::VBTR_CCP JJD_PMP::200712
NN.* FW_PM.*::NNC_CCP FW_PMP::200713
CC.* FW_PM.*_PM.*::CCB FW_PMP_PMS::200714
LM_PM.* PR.*::LM_PMS PRI_CCP::200715
VB.* NN.*_PM.*::VBW_CCP NNC_PMP::200716
JJ.* NN.*::JJCS_JJD_CCP NNP::200717
CD.* NN.*_PM.*_PM.*::CDB NNC_PMP_PMS::200718
JJ.* PR.*_PM.*::JJN_CCP PRI_PMS::200719
NN.*_PM.* NN.*_PM.*::NNC_CCP_PMS NNP_PMS::200720
JJ.* PR.*::JJCS_JJD PRP_CCP::200721
JJ.* NN.*_PM.*::JJCS_JJD_CCP NNC_PMP::200722
CC.* NN.*_NN.*_PM.*::CCB NNP_NNPA_PMP::200723
NN.* VB.*_PM.*::NNC_CCP VBTR_PMC::200724
JJ.* RB.*::JJCS_JJD_CCP RBF::200725
PR.* NN.*_PM.*::PRI_CCP NNP_PMP::200726
RB.* VB.*_PM.*::RBD_CCP VBAF_PMC::200727
NN.* VB.*_PM.*::NNC_CCP VBW_PMP::200728
JJ.*_PM.* NN.*::JJD_CCP_PMS NNC::200729
CC.* JJ.*_PM.*::CCT JJCS_JJD_PMC::200730
JJ.* VB.*_PM.*::JJD_CCP VBTR_PMP::200731
CC.* NN.*_PM.*_PM.*::CCB NNPA_PMP_PMS::200732
PR.* VB.*::PRS_CCP VBTR_VBAF::200733
JJ.* NN.*_PM.*::JJN_CCP NNC_PMS::200734
RB.* NN.*_PM.*::RBL_CCP NNP_PMC::200735
RB.* FW_PM.*::RBW_CCP FW_PMP::200736
CC.* NN.*_FW_PM.*::CCB NNP_FW_PMS::200737
CC.* NN.*_PM.*_PM.*::CCT NNPA_PMP_PMS::200738
RB.* VB.*_PM.*_PM.*::RBI VBTR_PMP_PMS::200739
VB.* PR.*_PM.*_PM.*::VBW PRO_PMP_PMS::200740
VB.* VB.*::VBTR_VBAF_CCP VBW::200741
RB.* PR.*_PM.*_PM.*::RBR PRL_PMP_PMS::200742
NN.* NN.*_PM.*::NNP_CCP NNC_PMC::200743
VB.* NN.*_PM.*::VBRF_CCP NNC_PMP::200744
DT.*_PM.* JJ.*::DTC_PMS JJN_CCP::200745
RB.*_PM.* VB.*_PM.*::RBD_CCP_PMS VBTR_PMS::200746
RB.* VB.*::RBD_CCP VBTF_VBOF::200747
RB.* VB.*::RBW_CCP VBTR_VBAF::200748
RB.* NN.*_PM.*_PM.*::RBF NNC_PMP_PMS::200749
JJ.* VB.*::JJN_CCP VBTR_VBAF::200750
JJ.* JJ.*_PM.*_PM.*::JJCS_CCP JJD_PMP_PMS::200751
VB.* NN.*_PM.*::VBW_CCP NNC_PMC::200752
CC.* JJ.*_PM.*_PM.*::CCB JJD_PMP_PMS::200753
RB.* VB.*_PM.*::RBD_CCP VBTS_PMC::200754
RB.* VB.*_PM.*::RBD_CCP VBW_PMP::200755
VB.*_PM.* NN.*::VBW_CCP_PMS NNC::200756
RB.* NN.*_PM.*_PM.*::RBI_CCP NNC_PMP_PMS::200757
RB.* CD.*_PM.*::RBI_CCP CDB_PMC::200758
NN.* CD.*_PM.*::NNC_CCP CDB_PMSC::200759
VB.* NN.*::VBTR_VBRF_CCP NNC::200760
PR.* JJ.*::PRSP_CCP JJCS_JJD_CCP::200761
NN.* RB.*_PM.*::NNC_CCP RBW_PMP::200762
NN.* VB.*::NNC_CCP VBTR_VBRF::200763
CC.* NN.*_PM.*::CCT NNC_CCP_PMS::200764
DT.* NN.*_PM.*_PM.*::DTCP NNP_PMP_PMS::200765
VB.* NN.*_PM.*_PM.*::VBTR_CCP NNC_PMP_PMS::200766
PR.* RB.*_PM.*::PRI_CCP RBW_PMP::200767
LM_PM.* VB.*::LM_PMS VBTR_VBAF::200768
PR.* VB.*::PRI_CCP VBTR_VBRF::200769
JJ.* FW_PM.*::JJN_CCP FW_PMP::200770
PR.* FW_PM.*::PRSP_CCP FW_PMC::200771
PR.* VB.*::PRS_CCP VBTS_VBOF::200772
PR.* JJ.*_PM.*::PRI_CCP JJD_PMC::200773
CC.* NN.*_PM.*_PM.*::CCA NNC_PMP_PMS::200774
RB.* VB.*_PM.*_PM.*::RBF VBTS_PMP_PMS::200775
JJ.* FW_PM.*::JJD_CCP FW_PMP::200776
VB.* PR.*::VBTS_VBOF PRS_CCP::200777
CC.* PR.*_PM.*::CCB PRSP_CCP_PMS::200778
PR.*_PM.* NN.*::PRSP_CCP_PMS NNP::200779
JJ.* RB.*_PM.*::JJD_CCP RBW_PMP::200780
DT.* NN.*_PM.*_PM.*::DTP NNP_PMP_PMS::200781
CC.* VB.*_PM.*::CCA VBTR_CCP_PMS::200782
VB.*_PM.* VB.*::VBTR_CCP_PMS VBH::200783
VB.*_PM.* NN.*::VBTS_CCP_PMS NNP::200784
RB.* VB.*::RBI_CCP VBTR_VBAF::200785
VB.* DT.*_NN.*_PM.*::VBTS DTP_NNPA_PMP::200786
PR.* FW_PM.*::PRI_CCP FW_PMP::200787
JJ.* JJ.*_PM.*::JJCS_CCP JJD_PMS::200788
RB.* PR.*_PM.*::RBI_CCP PRO_PMC::200789
CC.* VB.*_PM.*::CCA VBTS_CCP_PMS::200790
VB.*_PM.* DT.*_PM.*::VBTS_CCP_PMS DTC_PMS::200791
RB.* FW_PM.*::RBW_CCP FW_PMC::200792
PR.*_PM.* DT.*::PRS_CCP_PMS DTC::200793
VB.* VB.*::VBTR_VBAF_CCP VBTF::200794
NN.*_PM.* NN.*::NNC_CCP_PMS NNP::200795
VB.* PR.*::VBTR_VBRF PRI_CCP::200796
JJ.* NN.*_PM.*::JJN_CCP NNP_PMC::200797
CD.* CC.* NN.*::CDB CCT NNP_CCP::307143
NN.* RB.* CD.*::NNP RBW_CCP CDB::307144
RB.* CD.* CC.*::RBW_CCP CDB CCT::307145
CD.* CC.* JJ.*::CDB CCT JJD_CCP::307146
CC.* JJ.* NN.*::CCT JJD_CCP NNC::307147
JJ.* NN.* CC.*::JJD_CCP NNC CCB::307148
NN.* CC.* JJ.*::NNC CCT JJN_CCP::307149
CC.* JJ.* NN.*::CCT JJN_CCP NNC::307150
JJ.* NN.* CC.*::JJN_CCP NNC CCB::307151
VB.* CC.* JJ.*::VBAF CCB JJN_CCP::307152
CC.* JJ.* NN.*::CCB JJN_CCP NNC::307153
JJ.* NN.* CC.*::JJN_CCP NNC CCT::307154
VB.* DT.* PR.*::VBW DTC PRSP_CCP::307155
LM RB.* VB.*::LM RBD_CCP VBW::307156
RB.* VB.* CC.*::RBD_CCP VBW CCT::307157
RB.* DT.* JJ.*::RBI DTC JJD_CCP::307158
VB.* CC.* PR.*::VBTS CCT PRSP_CCP::307159
CC.* PR.* RB.*::CCT PRSP_CCP RBI_CCP::307160
PR.* RB.* PM.*::PRSP_CCP RBI_CCP PMS::307161
RB.* PM.* CD.*::RBI_CCP PMS CDB::307162
NN.* CC.* PR.*::NNP CCA PRI_CCP::307163
NN.* CC.* NN.*_PM.*::NNC CCB NNP_PMP::307164
RB.* JJ.* NN.*::RBW_CCP JJN_CCP NNC::307165
NN.* CC.* NN.*::NNC CCT NNP_CCP::307166
VB.* CC.* NN.*::VBTS_VBOF CCB NNP::307167
NN.* DT.* PR.*::NNP DTC PRI_CCP::307168
DT.* PR.* JJ.*::DTC PRI_CCP JJD::307169
NN.* CC.* VB.*::NNC CCT VBTR_VBAF_CCP::307170
NN.* RB.* JJ.*::NNP RBW_CCP JJN::307171
RB.* JJ.* PM.*::RBW_CCP JJN PMS::307172
NN.* CC.* CD.*_PM.*::NNC CCP CDB_PMC::307173
RB.* PR.* NN.*_PM.*::RBW PRQ_CCP NNC_PMP::307174
CC.* VB.* NN.*_PM.*::CCP VBN_CCP NNC_PMC::307175
VB.* PR.* NN.*_PM.*::VBH PRI_CCP NNC_PMP::307176
DT.* PR.* JJ.*::DTC PRQ_CCP JJD::307177
CC.* CD.* NN.*::CCB CDB NNC_CCP::307178
NN.* VB.* CC.*::NNP_CCP VBTR CCB::307179
VB.* CC.* NN.*_PM.*::VBW CCB NNC_PMS::307180
NN.*_PM.* CC.* VB.*::NNC_PMS CCP VBTR::307181
VB.* CC.* PR.*::VBTR CCB PRSP_CCP::307182
CC.* PR.* FW::CCB PRSP_CCP FW::307183
PR.* JJ.* NN.*::PRI_CCP JJD_CCP NNC::307184
JJ.* NN.* CC.*::JJD_CCP NNC CCT::307185
NN.* CC.* NN.*_PM.*::NNC CCB NNPA_PMP::307186
CD.* NN.* JJ.*_PM.*::CDB NNPA JJD_PMP::307187
PR.* DT.* JJ.*::PRO DTC JJN_CCP::307188
DT.* JJ.* JJ.*::DTC JJN_CCP JJD_CCP::307189
JJ.* JJ.* NN.*::JJN_CCP JJD_CCP NNC::307190
CC.* CD.* NN.*::CCT CDB NNC_CCP::307191
NN.* RB.* NN.*_PM.*::NNP RBW_CCP NNP_PMP::307192
CC.* PR.* NN.*::CCT PRSP_CCP NNC::307193
PR.* NN.* CC.*::PRSP_CCP NNC CCT::307194
NN.* CC.* NN.*_PM.*::NNC CCT NNPA_PMC::307195
NN.* FW PM.*::NNC_CCP FW PMS::307196
CC.* DT.* NN.*_PM.*::CCB DTCP NNC_PMP::307197
DT.* NN.* JJ.*_PM.*::DTCP NNC JJD_PMC::307198
DT.* NN.* VB.*::DTCP NNC_CCP VBTS::307199
NN.* VB.* LM::NNC_CCP VBTS LM::307200
RB.* VB.* CC.*::RBT_CCP VBOF CCT::307201
CC.* DT.* PR.*::CCB DTCP PRI_CCP::307202
DT.* JJ.* NN.*::DTCP JJD_CCP NNC_CCP::307203
RB.* CC.* JJ.*::RBR CCT JJC_CCP::307204
CC.* JJ.* JJ.*::CCT JJC_CCP JJD::307205
NN.* PR.* NN.*_PM.*::NNC PRO_CCP NNC_PMC::307206
VB.* CC.* NN.*_PM.*::VBAF CCB NNC_PMP::307207
CC.* NN.* RB.*::CCB NNP RBW_CCP::307208
VB.* VB.* CC.*::VBTS_CCP VBOF CCA::307209
CC.* VB.* NN.*::CCA VBN_CCP NNC::307210
VB.* NN.* CC.*::VBN_CCP NNC CCT::307211
VB.* DT.* PR.*::VBW DTC PRQ_CCP::307212
DT.* PR.* NN.*_PM.*::DTC PRQ_CCP NNC_PMC::307213
LM VB.* DT.*::LM VBTS_VBOF DTC::307214
VB.* DT.* NN.*::VBTS_VBOF DTC NNC::307215
NN.* CC.* JJ.*::NNC CCB JJN_CCP::307216
CC.* JJ.* NN.*_PM.*::CCB JJN_CCP NNC_PMC::307217
CC.* VB.* CC.*_PM.*::CCA VBTS CCP_PMS::307218
VB.* CC.*_PM.* PR.*::VBTS CCP_PMS PRO::307219
CC.* RB.* VB.*::CCA RBT_CCP VBW::307220
DT.* RB.* JJ.*::DTCP RBF JJD_CCP::307221
RB.* JJ.* NN.*::RBF JJD_CCP NNC::307222
NN.*_PM.* CC.* DT.*::NNC_PMS CCA DTC::307223
VB.* NN.* CC.*::VBN_CCP NNC CCB::307224
CC.* RB.* VB.*::CCT RBF VBW_CCP::307225
RB.* VB.* NN.*::RBF VBW_CCP NNC::307226
VB.* NN.* LM::VBW_CCP NNC LM::307227
LM RB.* VB.*::LM RBD_CCP VBTS::307228
VB.* RB.* NN.*_PM.*::VBTS RBW_CCP NNP_PMC::307229
JJ.* CC.* NN.*_PM.*::JJD CCP NNC_PMC::307230
VB.* CC.* JJ.*::VBTF CCT JJN_CCP::307231
JJ.* NN.* DT.*::JJN_CCP NNC DTC::307232
JJ.* CC.* PR.*::JJD CCT PRSP_CCP::307233
CC.* PR.* JJ.*::CCT PRSP_CCP JJD_CCP::307234
PR.* JJ.* NN.*::PRSP_CCP JJD_CCP NNC::307235
JJ.* NN.* RB.*::JJD_CCP NNC RBK::307236
PR.* DT.* PR.*::PRS DTC PRSP_CCP::307237
PR.* NN.* RB.*::PRQ_CCP NNC RBI::307238
RB.* CC.* NN.*_PM.*::RBI CCP NNC_PMP::307239
NN.* DT.* PR.*::NNP DTC PRSP_CCP::307240
DT.* PR.* JJ.*::DTC PRSP_CCP JJN_CCP::307241
PR.* JJ.* JJ.*::PRSP_CCP JJN_CCP JJD::307242
CC.* NN.* RB.*::CCT NNC RBW_CCP::307243
NN.* RB.* JJ.*::NNC RBW_CCP JJD_CCP::307244
RB.* JJ.* NN.*::RBW_CCP JJD_CCP NNP::307245
JJ.* NN.* CC.*::JJD_CCP NNP CCT::307246
PR.* NN.* CC.*::PRS_CCP NNC CCT::307247
NN.* CC.* VB.*::NNC CCB VBTR_CCP::307248
CC.* VB.* JJ.*::CCB VBTR_CCP JJD::307249
PR.* VB.* CC.*::PRS_CCP VBTS CCB::307250
CC.* JJ.* NN.*_PM.*::CCT JJN_CCP NNC_PMP::307251
CC.* CC.* PR.*::CCR CCT PRSP_CCP::307252
PR.* NN.* DT.*::PRSP_CCP NNC DTP::307253
VB.* CC.* JJ.*::VBTS CCT JJN_CCP::307254
NN.* CC.* DT.*::NNC CCT_CCP DTC::307255
DT.* PR.* NN.*::DTC PRSP_CCP NNC::307256
LM RB.* RB.*::LM RBL RBI_CCP::307257
JJ.* CC.* JJ.*::JJD CCT JJN_CCP::307258
JJ.* JJ.* NN.*_PM.*::JJN_CCP JJN_CCP NNC_PMP::307259
VB.* CC.* PR.*::VBAF CCB PRI_CCP::307260
CC.* PR.* NN.*::CCB PRI_CCP NNC::307261
PR.* NN.* RB.*::PRI_CCP NNC RBW::307262
RB.* RB.* PM.*::RBL RBI_CCP PMS::307263
RB.* PM.* JJ.*::RBI_CCP PMS JJN::307264
LM VB.* CC.*::LM VBTR_VBAF CCT::307265
CC.* RB.* PM.*::CCT RBI_CCP PMS::307266
PR.* LM RB.*::PRP LM RBW_CCP::307267
VB.* CC.* NN.*_PM.*::VBTS CCB NNC_PMP::307268
NN.* CC.* VB.*::NNP CCA VBTR_CCP::307269
RB.* JJ.* NN.*_PM.*::RBW JJN_CCP NNC_PMP::307270
DT.* JJ.* NN.*::DTC JJD_CCP NNC::307271
JJ.* NN.* LM::JJD_CCP NNC LM::307272
NN.* CC.* NN.*_PM.*::NNC CCT NNP_PMP::307273
CC.* JJ.* NN.*::CCT JJD_CCP NNP::307274
VB.* CC.* JJ.*::VBW CCB JJD_CCP::307275
CC.* JJ.* NN.*::CCB JJD_CCP NNC::307276
NN.* CC.* NN.*_PM.*::NNPA CCA NNP_PMP::307277
RB.* CC.* VB.*::RBD CCP VBTR_VBAF::307278
CC.* VB.* CC.*::CCP VBTR_VBAF CCT::307279
VB.* CC.* RB.*::VBTR_VBAF CCT RBF::307280
CC.* DT.* NN.*_PM.*::CCT DTCP NNC_PMP::307281
NN.* CC.* JJ.*::NNC CCB JJD_CCP::307282
CC.* JJ.* JJ.*::CCB JJCC JJN_CCP::307283
JJ.* JJ.* NN.*::JJCC JJN_CCP NNC_CCP::307284
CC.* PR.* LM_PM.*::CCP PRO LM_PMS::307285
JJ.* CC.* NN.*_PM.*::JJD CCP NNC_PMS::307286
CC.* NN.*_PM.* CC.*::CCP NNC_PMS CCT::307287
DT.* NN.* RB.*::DTCP NNC RBW_CCP::307288
LM RB.* VB.*::LM RBD_CCP VBTF::307289
RB.* NN.* CC.*::RBW_CCP NNC CCB::307290
DT.* VB.* NN.*::DTC VBTS_CCP NNC::307291
VB.* NN.* LM::VBTS_CCP NNC LM::307292
JJ.* NN.* CC.*::JJD_CCP NNC CCA::307293
CC.* PR.* RB.*::CCA PRI RBI_CCP::307294
PR.* RB.* DT.*::PRI RBI_CCP DTCP::307295
RB.* DT.* NN.*::RBI_CCP DTCP NNC::307296
NN.* CC.* PR.*_PM.*::NNC CCT PRI_PMS::307297
CC.* PR.*_PM.* NN.*::CCT PRI_PMS NNCA::307298
PR.*_PM.* NN.* PR.*::PRI_PMS NNCA PRI_CCP::307299
NN.* PR.* NN.*::NNCA PRI_CCP NNC::307300
PR.* NN.* CC.*::PRI_CCP NNC CCB::307301
NN.* CC.* JJ.*::NNC CCB JJCS_JJD_CCP::307302
CC.* JJ.* NN.*::CCB JJCS_JJD_CCP NNC::307303
JJ.* NN.* CC.*::JJCS_JJD_CCP NNC CCT::307304
CC.* DT.* NN.*::CCB DTCP NNC_CCP::307305
DT.* NN.* NN.*::DTCP NNC_CCP NNP::307306
NN.* NN.* DT.*::NNC_CCP NNP DTC::307307
NN.* CC.* PR.*::NNC CCB PRI_CCP::307308
CC.* PR.* NN.*::CCT PRQ_CCP NNC::307309
PR.* NN.* VB.*::PRQ_CCP NNC VBW::307310
CC.* CC.* JJ.*::CCA CCB JJD_CCP::307311
PR.* NN.* CC.*::PRI_CCP NNC CCT::307312
VB.* DT.* NN.*_PM.*::VBTS DTC NNC_PMP::307313
DT.* NN.* NN.*_PM.*::DTC NNC_CCP NNC_PMC::307314
VB.* CC.* CD.*_PM.*::VBTS CCT CDB_PMC::307315
CC.* NN.* RB.*::CCB NNC RBW_CCP::307316
NN.* RB.* NN.*_PM.*::NNC RBW_CCP NNP_PMP::307317
PR.* RB.* VB.*::PRI_CCP RBF VBTS_CCP::307318
RB.* VB.* JJ.*::RBF VBTS_CCP JJD::307319
VB.* JJ.* CC.*::VBTS_CCP JJD CCB::307320
PR.* NN.* DT.*::PRQ_CCP NNC DTC::307321
DT.* RB.* VB.*::DTC RBD_CCP VBOF::307322
RB.* VB.* DT.*::RBD_CCP VBOF DTC::307323
VB.* DT.* PR.*::VBOF DTC PRQ_CCP::307324
DT.* PR.* NN.*::DTC PRQ_CCP NNC::307325
VB.* DT.* RB.*::VBS DTC RBI_CCP::307326
DT.* RB.* PM.*::DTC RBI_CCP PMS::307327
RB.* PM.* NN.*::RBI_CCP PMS NNC::307328
CC.* RB.* PR.*_PM.*::CCU RBI PRL_PMC::307329
